botid, date, time, press, dic, ph, alk, 
#, mmddyy, hhmmss, dbar, umol/kg,  , ueq/kg, 
1830200507, 071206, 221110,  777.6,  2322.2,  7.355,  2343,
1830200501, 071206, 215800, 1020.2,  2339.9,  7.380,  2372,
1830200922, 071306, 103555,    9.1,  1976.7,  8.084,  2300,
1830200919, 071306, 103029,   26.0,  1977.1,  8.077,  2302,
1830200917, 071306, 102639,   45.9,  1977.1,  8.086,  2306,
1830200915, 071306, 102157,   76.3,  1990.8,  8.073,  2310,
1830200912, 071306, 101556,  100.6,  2004.6,  8.053,  2315,
1830200907, 071306, 100531,  151.2,  2026.9,  8.023,  2317,
1830200904, 071306, 095725,  200.8,  2046.4,  7.959,  2297,
1840200416, 080806, 185032, 2000.9,  2354.2,  7.466,  2412,
1840200411, 080806, 182839, 2999.7,  2342.7,  7.534,  2425,
1840200403, 080806, 175414, 4498.6,  2323.6,  7.577,  2421,
1840200518, 080806, 230032,  273.0,  2070.6,  7.842,  2256,
1840200516, 080806, 225702,  356.2,  2117.0,  7.734,  2261,
1840200512, 080806, 225013,  512.2,  2233.9,  7.457,  2287,
1840200510, 080806, 224628,  600.4,  2285.3,  7.361,  2308,
1840200507, 080806, 224018,  774.1,  2314.1,  7.356,  2337,
1840200501, 080806, 222937, 1022.1,  2332.7,  7.389,  2367,
1840200922, 080906, 103440,    7.5,  1966.3, -9.000,  2293,
1840200919, 080906, 103026,   25.8,  1968.3,  8.099,  2296,
1840200917, 080906, 102715,   44.8,  1989.1,  8.084,  2311,
1840200915, 080906, 102414,   74.6,  2003.8,  8.067,  2314,
1840200912, 080906, 102020,  100.9,  2016.2,  8.046,  2316,
1840200907, 080906, 101245,  150.5,  2038.0,  7.981,  2301,
1840200904, 080906, 100715,  200.7,  2054.1,  7.915,  2276,
1850200316, 091506, 182837, 1999.2,  2357.8,  7.466,  2411,
1850200311, 091506, 180527, 2999.8,  2347.8,  7.530,  2423,
1850200303, 091506, 173052, 4499.5,  2326.0,  7.577,  2421,
1850200419, 091506, 220218,  251.0,  2064.7, -9.000,    -9,
1850200417, 091506, 215830,  340.0,  2081.8,  7.824,  2261,
1850200413, 091506, 215103,  504.4,  2214.9,  7.509,  2278,
1850200411, 091506, 214754,  593.8,  2269.4,  7.400,  2299,
1850200408, 091506, 214254,  747.5,  2309.1,  7.358,  2326,
1850200401, 091506, 213108, 1022.9,  2332.2,  7.388,  2362,
1850200822, 091606, 100801,    5.6,  1981.0,  8.096,  2316,
1850200819, 091606, 100514,   25.6,  1980.7,  8.085,  2319,
1850200817, 091606, 100148,   45.7,  1980.1, -9.000,  2317,
1850200815, 091606, 095857,   76.2,  1992.3,  8.077,  2316,
1850200812, 091606, 095438,  100.6,  2004.0,  8.065,  2317,
1850200807, 091606, 094717,  151.0,  2028.1,  8.009,  2320,
1850200804, 091606, 094237,  201.8,  2040.5,  7.977,  2301,
1860201216, 102006, 173902, 2000.9,  2356.0,  7.472,  2411,
1860201211, 102006, 171718, 3000.7,  2345.0, -9.000,  2424,
1860201203, 102006, 164108, 4503.4,  2323.6,  7.581,  2418,
1860201318, 102006, 221158,  235.9,  2038.7,  7.993,  2309,
1860201315, 102006, 220619,  370.7,  2080.2,  7.822,  2260,
1860201313, 102006, 220208,  478.7,  2145.5,  7.672,  2266,
1860201311, 102006, 215801,  584.4,  2224.6, -9.000,  2277,
1860201308, 102006, 215216,  731.4,  2313.5,  7.320,  2320,
1860201301, 102006, 213655, 1009.3,  2340.2,  7.377,  2362,
1860201722, 102106, 101931,    8.1,  1983.3,  8.083,  2310,
1860201719, 102106, 101611,   25.3,  1983.1,  8.094,    -9,
1860201717, 102106, 101235,   45.8,  1985.7, -9.000,  2315,
1860201715, 102106, 100947,   74.7,  1991.2,  8.083,  2312,
1860201712, 102106, 100556,   97.3,  2003.1,  8.067,  2317,
1860201707, 102106, 095731,  151.8,  2028.8,  8.030,  2320,
1860201704, 102106, 095011,  200.9,  2035.8, -9.000,  2321,
1870200316, 110806, 173905, 1999.9,  2355.7,  7.465,  2413,
1870200311, 110806, 171505, 2999.8,  2344.2,  7.537,  2424,
1870200303, 110806, 163845, 4500.0,  2324.7,  7.581,  2423,
1870200418, 110806, 223753,  241.0,  2052.4,  7.911,  2273,
1870200416, 110806, 223343,  350.8,  2082.8,  7.820,  2262,
1870200413, 110806, 222640,  511.5,  2188.8,  7.574,  2274,
1870200410, 110806, 221839,  633.5,  2260.2,  7.419,  2294,
1870200407, 110806, 221113,  766.4,  2318.9,  7.325,  2327,
1870200401, 110806, 215933, 1019.7,  2341.5,  7.377,  2370,
1870200822, 110906, 102550,    8.8,  1979.7,  8.091,  2309,
1870200819, 110906, 102135,   25.8,  1979.7,  8.078,  2310,
1870200817, 110906, 101800,   45.0,  1979.9,  8.083,  2311,
1870200815, 110906, 101341,   75.2,  1985.2,  8.079,  2313,
1870200812, 110906, 100855,  100.5,  2004.1, -9.000,  2315,
1870200807, 110906, 095846,  151.5,  2030.4,  8.009,  2318,
1870200804, 110906, 095126,  201.5,  2040.1,  7.979,  2301,
1880200316, 120906, 174904, 2001.5,  2358.2,  7.468,  2415,
1880200311, 120906, 172226, 3001.5,    -9.0,  7.537,    -9,
1880200303, 120906, 163846, 4500.3,  2324.0,  7.581,  2421,
1880200418, 120906, 221439,  266.1,  2066.1,  7.863,  2262,
1880200416, 120906, 221024,  387.0,  2109.5,  7.762,  2261,
1880200413, 120906, 220423,  518.2,  2194.2,  7.562,  2275,
1880200411, 120906, 220029,  601.2,  2259.0,  7.419,  2298,
1880200408, 120906, 215243,  764.3,  2326.7,  7.329,  2339,
1880200401, 120906, 213734, 1020.7,  2342.0,  7.380,  2368,
1880200822, 121006, 101358,    7.7,  1984.5,  8.088,  2314,
1880200819, 121006, 100942,   24.7,  1983.8,  8.088,  2315,
1880200817, 121006, 100741,   46.7,  1984.5,  8.072,  2316,
1880200815, 121006, 100536,   75.7,  1988.3,  8.087,  2314,
1880200812, 121006, 100234,  101.2,  2016.7, -9.000,  2309,
1880200807, 121006, 095700,  152.0,  2037.0,  7.980,  2298,
1880200804, 121006, 095305,  200.9,  2057.4,  7.875,    -9,
1890200416, 020607, 174231, 2000.0,  2355.5,  7.468,    -9,
1890200411, 020607, 171752, 3001.2,  2342.8,  7.533,  2421,
1890200403, 020607, 163952, 4501.3,  2323.4,  7.574,  2419,
1890200518, 020607, 220330,  267.2,  2068.2,  7.861,  2266,
1890200516, 020607, 215934,  364.9,  2099.4,  7.778,  2263,
1890200513, 020607, 215356,  496.4,  2196.1,  7.553,  2277,
1890200511, 020607, 215008,  582.1,  2264.9,  7.402,  2296,
1890200507, 020607, 214233,  741.1,  2314.2,  7.341,  2329,
1890200501, 020607, 212946, 1022.3,  2343.4,  7.377,  2370,
1890200922, 020707, 102251,    4.7,  1988.7,  8.081,  2315,
1890200919, 020707, 101946,   24.9,  1989.3,  8.083,  2320,
1890200917, 020707, 101628,   44.7,  1988.9,  8.085,  2315,
1890200915, 020707, 101309,   75.2,  1989.7,  8.082,  2317,
1890200912, 020707, 100843,  100.0,  1992.3, -9.000,  2316,
1890200907, 020707, 100046,  150.1,  2038.9,  7.998,  2313,
1890200904, 020707, 095508,  200.4,  2049.4,  7.933,  2291,
1900200416, 032007, 184909, 2001.5,  2358.5,  7.462,  2414,
1900200411, 032007, 182725, 3000.4,  2345.1, -9.000,  2426,
1900200403, 032007, 175226, 4500.4,  2324.4,  7.580,  2423,
1900200519, 032007, 215906,  266.2,  2069.9,  7.869,  2266,
1900200517, 032007, 215425,  385.8,  2115.8,  7.757,  2265,
1900200514, 032007, 214751,  503.9,  2191.9,  7.571,  2277,
1900200512, 032007, 214411,  592.2,  2261.4,  7.417,  2295,
1900200508, 032007, 213558,  747.7,  2323.4, -9.000,  2333,
1900200501, 032007, 212420, 1020.6,  2342.3,  7.383,  2370,
1900200922, 032107, 102150,    4.4,  1993.2,  8.075,  2312,
1900200919, 032107, 101812,   25.1,  1994.7,  8.075,  2316,
1900200917, 032107, 101457,   45.1,  1995.8,  8.075,    -9,
1900200915, 032107, 101134,   74.6,  2001.0,  8.069,  2321,
1900200912, 032107, 100520,  100.3,  2012.4,  8.052,  2318,
1900200907, 032107, 095451,  149.0,  2039.8,  7.981,  2308,
1900200904, 032107, 094937,  201.8,  2052.9,  7.924,  2284,
1910200416, 050407, 172358, 2000.7,  2359.5,  7.464,  2416,
1910200411, 050407, 165735, 3000.2,  2356.1,  7.529,  2426,
1910200403, 050407, 161735, 4500.5,  2326.4,  7.583,  2421,
1910200501, 050407, 212654,    7.5,  1979.5,  8.075,  2301,
1910200519, 050407, 220539,  292.7,  2048.9,  7.843,  2260,
1910200516, 050407, 220010,  428.8,  2157.0,  7.647,  2265,
1910200513, 050407, 215408,  555.3,  2238.9,  7.458,  2284,
1910200511, 050407, 214930,  642.6,  2289.7,  7.365,  2308,
1910200508, 050407, 214257,  802.6,  2331.3,  7.392,  2346,
1910200922, 050507, 101408,    7.3,  1979.1,  8.077,  2296,
1910200919, 050507, 100951,   24.5,  1979.7,  8.081,  2292,
1910200917, 050507, 100715,   44.9,  1979.4,  8.081,  2296,
1910200915, 050507, 100301,   74.5,  1990.6,  8.086,  2310,
1910200912, 050507, 095841,  100.2,  1999.0, -9.000,  2312,
1910200907, 050507, 095134,  149.9,  2033.0,  7.999,  2310,
1910200904, 050507, 094726,  200.6,  2079.8,  7.953,    -9,
1920200316, 060907, 164811, 2001.5,  2355.6,  7.468,  2416,
1920200311, 060907, 162336, 3000.8,  2341.1,  7.538,  2427,
1920200303, 060907, 154441, 4500.8,  2325.3,  7.578,  2422,
1920200418, 060907, 221315,  284.5,  2058.3,  7.897,  2275,
1920200417, 060907, 221039,  345.1,  2080.0,  7.815,  2256,
1920200412, 060907, 215812,  572.3,  2234.5,  7.467,  2281,
1920200411, 060907, 215527,  621.0,  2271.7,  7.404,  2293,
1920200408, 060907, 214724,  757.5,  2316.6,  7.337,  2325,
1920200401, 060907, 213126, 1020.4,  2341.9,  7.376,  2367,
1930200118, 070707, 152804,  244.8,  2058.3,  7.917,  2270,
1930200115, 070707, 152129,  374.6,  2106.4,  7.763,  2255,
1930200112, 070707, 151639,  496.6,  2194.4,  7.560,  2270,
1930200109, 070707, 151214,  604.8,  2266.2,  7.411,  2292,
1930200106, 070707, 150629,  750.4,  2312.6,  7.358,  2320,
1930200101, 070707, 145434, 1020.5,  2337.7,  7.389,  2357,
1930200216, 070707, 195251, 1999.9,    -9.0,  7.470,    -9,
1930200211, 070707, 192840, 3000.8,  2341.7,  7.537,    -9,
1930200203, 070707, 185108, 4499.9,  2321.8,  7.581,  2416,
1930200623, 070807, 102342,    6.3,  1987.5,  8.091,  2305,
1930200619, 070807, 101749,   24.9,  1987.7,  8.083,  2303,
1930200617, 070807, 101419,   45.0,  1990.1,  8.081,  2303,
1930200615, 070807, 101119,   74.8,  1992.4,  8.086,  2311,
1930200612, 070807, 100549,  100.5,  2003.6, -9.000,  2310,
1930200607, 070807, 095749,  149.7,  2027.2, -9.000,  2307,
1930200604, 070807, 095204,  199.7,  2036.8,  7.984,  2292,
1930200924, 070807, 185808,    6.9,  1984.6,  8.085,  2305,
1940200316, 080307, 174319, 2000.9,  2356.3,  7.476,  2416,
1940200311, 080307, 172008, 2999.0,  2345.3,  7.536,  2429,
1940200303, 080307, 164504, 4498.3,  2325.1,  7.581,  2422,
1940200417, 080307, 224403,  250.0,  2081.1,  7.816,  2258,
1940200415, 080307, 223942,  336.2,  2123.4,  7.720,  2261,
1940200412, 080307, 223301,  477.0,  2206.1,  7.530,  2271,
1940200409, 080307, 222624,  610.5,  2289.9,  7.364,  2310,
1940200406, 080307, 222005,  748.6,  2326.8,  7.333,  2340,
1940200401, 080307, 220512, 1021.1,  2338.9,  7.393,  2369,
1940200822, 080407, 102315,    6.7,  1979.9,  8.092,  2305,
1940200819, 080407, 101645,   24.8,  1980.6,  8.091,  2308,
1940200817, 080407, 101350,   45.2,  1981.1,  8.088,  2305,
1940200815, 080407, 101045,   75.4,  1983.9,  8.082,  2306,
1940200812, 080407, 100640,  100.4,  1994.3, -9.000,  2307,
1940200807, 080407, 095920,  150.0,  2051.7,  7.958,  2302,
1940200804, 080407, 095411,  199.8,  2085.8,  7.843,  2277,
1950200316, 090207, 175510, 2000.2,  2358.9,  7.475,  2416,
1950200311, 090207, 173013, 2999.5,  2349.6,  7.535,  2423,
1950200303, 090207, 165714, 4499.7,  2327.0,  7.582,  2416,
1950200419, 090207, 220521,  246.7,  2059.5,  7.903,  2270,
1950200417, 090207, 220110,  338.7,  2086.7,  7.817,  2260,
1950200413, 090207, 215440,  510.8,    -9.0,  7.565,  2274,
1950200411, 090207, 215111,  589.2,  2253.8,  7.435,  2289,
1950200407, 090207, 214256,  761.9,  2336.8,  7.312,  2338,
1950200401, 090207, 213102, 1020.9,  2342.1,  7.382,  2368,
1950200822, 090307, 102202,    6.9,  1983.7,  8.090,  2309,
1950200819, 090307, 101714,   25.8,  1984.4,  8.075,  2311,
1950200817, 090307, 101449,   45.7,  1986.8,  8.093,  2318,
1950200815, 090307, 101139,   75.8,  1992.6,  8.072,  2307,
1950200812, 090307, 100719,  100.4,  2010.7,  8.042,  2314,
1950200807, 090307, 095859,  150.6,  2036.6,  7.985,  2302,
1950200804, 090307, 094949,  200.7,  2040.8,  7.939,  2280,
1960200316, 100207, 184746, 1998.3,  2355.9,  7.471,  2412,
1960200311, 100207, 182009, 2997.2,  2344.0,  7.537,    -9,
1960200303, 100207, 173440, 4499.0,  2325.7,  7.580,  2420,
1960200418, 100207, 220444,  255.2,  2061.1,  7.889,  2270,
1960200415, 100207, 215929,  379.4,  2118.4,  7.729,  2253,
1960200413, 100207, 215509,  498.0,  2199.0,  7.530,  2275,
1960200410, 100207, 214949,  626.1,  2278.8,  7.374,  2301,
1960200407, 100207, 214347,  748.2,  2321.1,  7.333,  2328,
1960200401, 100207, 213149, 1021.5,  2344.6,  7.390,  2372,
1960200822, 100307, 101222,    5.0,  1985.3,  8.086,  2308,
1960200819, 100307, 100929,   23.7,  1985.3,  8.079,  2308,
1960200817, 100307, 100651,   44.9,  1985.4,  8.082,  2308,
1960200815, 100307, 100342,   76.6,  1986.5,  8.084,  2306,
1960200812, 100307, 100007,   99.5,  1997.9,  8.066,  2308,
1960200807, 100307, 095357,  149.8,  2021.3,  8.027,  2308,
1960200804, 100307, 094927,  197.5,  2039.6,  7.970,  2295,
1970200316, 120107, 195713, 1799.4,  2357.6,  7.456,  2404,
1970200311, 120107, 193104, 2799.9,  2351.0,  7.523,    -9,
1970200303, 120107, 183754, 4498.6,  2326.0,  7.581,    -9,
1970200419, 120107, 235547,  221.9,  2080.1,  7.841,    -9,
1970200417, 120107, 235122,  330.8,  2133.3,  7.698,  2255,
1970200413, 120107, 234302,  492.3,  2238.6,  7.460,  2279,
1970200410, 120107, 233722,  629.7,  2298.2,  7.354,    -9,
1970200407, 120107, 233139,  752.6,  2324.6,  7.337,    -9,
1970200401, 120107, 231952, 1020.7,  2341.3,  7.382,    -9,
1970200822, 120207, 112805,    5.8,  1982.9,  8.090,  2297,
1970200819, 120207, 112415,   24.8,  1987.6,  8.084,  2303,
1970200817, 120207, 112131,   44.5,  1988.3,  8.084,    -9,
1970200815, 120207, 111850,   74.7,  1991.0,  8.081,    -9,
1970200812, 120207, 111505,  100.2,  2009.4,  8.050,    -9,
1970200807, 120207, 110844,  150.9,  2049.8,  7.966,    -9,
1970200804, 120207, 110410,  202.4,  2071.7,  7.885,    -9,
1980200416, 122007, 181656, 2000.1,  2357.6,  7.470,  2418,
1980200411, 122007, 175100, 2998.8,  2347.1,  7.535,  2425,
1980200403, 122007, 170810, 4498.8,  2325.3,  7.581,  2426,
1980200519, 122007, 222839,  262.1,  2070.8,  7.876,  2275,
1980200516, 122007, 222254,  379.6,  2116.2,  7.744,  2263,
1980200514, 122007, 221824,  495.7,  2209.7,  7.533,  2283,
1980200511, 122007, 221204,  620.9,  2282.5,  7.388,  2314,
1980200508, 122007, 220511,  747.3,  2326.3,  7.334,    -9,
1980200501, 122007, 215119, 1020.2,  2339.4,  7.387,  2370,
1980200922, 122107, 102625,    7.5,  1987.8,  8.076,  2310,
1980200919, 122107, 102300,   25.4,  1987.7,  8.071,  2308,
1980200917, 122107, 102034,   46.5,  1987.7,  8.073,  2308,
1980200915, 122107, 101803,   76.1,  1988.0, -9.000,  2311,
1980200912, 122107, 101502,   98.9,  1991.9,  8.074,  2313,
1980200907, 122107, 100937,  149.4,  2028.0,  8.019,  2315,
1980200904, 122107, 100548,  200.7,  2046.6,  7.972,  2311,
1990200316, 012908, 184144, 1997.7,  2356.8,  7.468,  2415,
1990200311, 012908, 181644, 3001.0,  2343.6,  7.538,  2424,
1990200303, 012908, 173941, 4499.6,  2324.8,  7.585,  2423,
1990200420, 012908, 231053,  234.3,  2053.3,  7.911,  2276,
1990200418, 012908, 230607,  330.8,  2080.4,  7.821,  2266,
1990200414, 012908, 225553,  510.7,  2209.3,  7.518,  2279,
1990200412, 012908, 225104,  594.1,  2267.6,  7.396,    -9,
1990200401, 012908, 222723, 1020.8,  2339.3,  7.382,  2366,
1990200822, 013008, 103450,    6.9,  2000.7,  8.068,  2317,
1990200819, 013008, 103020,   25.8,  2000.6,  8.069,  2317,
1990200817, 013008, 102735,   44.8,  2000.6,  8.069,  2318,
1990200815, 013008, 102416,   75.8,  2000.6,  8.068,  2316,
1990200812, 013008, 101940,  100.2,  2001.2,  8.066,  2316,
1990200807, 013008, 101321,  148.6,  2033.9,  7.992,  2305,
1990200804, 013008, 100831,  199.9,  2046.0,  7.945,  2294,
2000200316, 022308, 185804, 2000.3,  2357.9,  7.471,  2412,
2000200311, 022308, 183351, 2999.4,  2345.1,  7.541,  2422,
2000200303, 022308, 175713, 4498.6,  2324.5,  7.582,  2420,
2000200419, 022308, 222950,  285.6,  2072.6,  7.833,  2262,
2000200417, 022308, 222543,  358.3,  2097.8,  7.780,  2266,
2000200414, 022308, 221735,  528.7,  2224.1,  7.491,  2287,
2000200411, 022308, 221041,  649.5,  2291.8,  7.351,  2309,
2000200408, 022308, 220446,  750.2,  2319.0,  7.337,  2331,
2000200401, 022308, 214656, 1022.3,  2342.1,  7.384,  2371,
2000200722, 022408, 072123,    7.7,  1998.9,  8.065,  2318,
2000200719, 022408, 071646,   26.5,  1998.9,  8.056,  2321,
2000200717, 022408, 071400,   44.4,  1999.3,  8.062,  2320,
2000200715, 022408, 071110,   74.9,  2000.2,  8.057,  2322,
2000200712, 022408, 070700,  100.1,  2002.7,  8.063,  2316,
2000200707, 022408, 065751,  150.3,  2041.5,  7.973,  2314,
2000200704, 022408, 065231,  200.4,  2053.6,  7.918,  2289,
2010200316, 052708, 173358, 1999.4,  2358.0,  7.468,  2417,
2010200311, 052708, 171137, 3000.6,  2342.8,  7.541,  2424,
2010200303, 052708, 163547, 4499.7,  2323.6,  7.585,  2421,
2010200418, 052708, 220739,  253.4,  2062.8, -9.000,  2272,
2010200416, 052708, 220153,  367.5,  2116.5,  7.736,  2261,
2010200414, 052708, 215653,  494.6,  2211.7,  7.519,  2281,
2010200411, 052708, 214927,  628.4,  2286.8,  7.364,  2307,
2010200408, 052708, 214205,  743.2,  2317.2,  7.337,  2326,
2010200401, 052708, 212806, 1021.5,  2338.9,  7.385,  2363,
2010200722, 052808, 071044,    8.1,  1987.2,  8.072,  2297,
2010200719, 052808, 070644,   25.9,  1987.7,  8.076,  2310,
2010200717, 052808, 070409,   45.6,  1992.8,  8.049,  2319,
2010200715, 052808, 070114,   75.9,  1996.8,  8.054,  2317,
2010200712, 052808, 065624,  100.3,  2002.5,  8.071,  2320,
2010200707, 052808, 064853,  150.4,  2012.9,  8.052,  2320,
2010200704, 052808, 064419,  201.2,  2051.2,  7.949,  2298,
2020200316, 062508, 180850, 2000.6,  2356.3,  7.485,  2415,
2020200311, 062508, 174254, 2999.8,  2343.3,  7.541,  2427,
2020200303, 062508, 170600, 4498.6,  2324.7,  7.579,  2423,
2020200417, 062508, 223106,  263.3,  2086.8,  7.808,  2264,
2020200415, 062508, 222451,  354.9,  2127.0,  7.709,  2261,
2020200412, 062508, 221821,  480.2,  2202.7,  7.537,    -9,
2020200409, 062508, 221156,  606.8,  2274.0,  7.385,    -9,
2020200406, 062508, 220604,  749.5,  2325.9,  7.342,  2340,
2020200401, 062508, 215417, 1020.5,  2343.0,  7.384,  2370,
2020200722, 062608, 071610,    7.8,  1986.0,  8.084,  2310,
2020200719, 062608, 071206,   25.1,  1986.2,  8.082,  2309,
2020200717, 062608, 070940,   45.3,  1986.4,  8.084,  2311,
2020200715, 062608, 070710,   73.6,  1985.7,  8.081,  2305,
2020200712, 062608, 070316,   99.5,  2001.6,  8.061,  2318,
2020200707, 062608, 065612,  150.6,  2041.7,  7.987,  2312,
2020200704, 062608, 065041,  200.2,  2061.5,  7.919,  2294,
2030200416, 072608, 185524, 1999.4,  2358.2,  7.460,  2413,
2030200411, 072608, 183123, 2999.0,  2345.4,  7.535,  2427,
2030200403, 072608, 175652, 4501.0,  2324.4,  7.580,  2421,
2030200519, 072608, 230717,  198.3,  2048.2,  7.972,  2306,
2030200516, 072608, 230101,  332.4,  2090.4,  7.790,  2255,
2030200514, 072608, 225651,  425.1,  2148.2,  7.659,  2266,
2030200511, 072608, 225011,  545.1,  2228.2,  7.490,  2287,
2030200508, 072608, 224251,  717.8,  2302.8,  7.360,  2324,
2030200501, 072608, 222753, 1002.6,  2335.0,  7.384,  2369,
2030200823, 072708, 071939,    6.1,  1985.0,  8.077,  2303,
2030200819, 072708, 071434,   24.4,  1985.1,  8.076,  2305,
2030200817, 072708, 071039,   45.0,  1988.0,  8.079,  2307,
2030200815, 072708, 070654,   74.4,  1993.0,  8.075,  2308,
2030200812, 072708, 070219,   99.7,  2000.8,  8.068,  2315,
2030200807, 072708, 065429,  149.6,  2023.8,  8.035,  2319,
2030200804, 072708, 064939,  200.4,  2051.4,  7.959,  2305,
2040200316, 081608, 175344, 2000.4,  2355.2,  7.467,  2410,
2040200311, 081608, 172704, 2999.4,  2345.0,  7.533,  2425,
2040200303, 081608, 164814, 4500.4,  2324.4,  7.581,  2415,
2040200418, 081608, 221434,  258.0,  2061.1,  7.899,  2278,
2040200416, 081608, 221024,  344.8,  2087.8,  7.800,  2258,
2040200413, 081608, 220244,  504.5,  2213.7,  7.514,  2277,
2040200411, 081608, 215804,  593.2,  2263.9,  7.414,  2298,
2040200407, 081608, 214922,  754.3,  2316.1,  7.360,  2334,
2040200401, 081608, 213324, 1020.7,  2333.0,  7.393,  2361,
2040200722, 081708, 070712,    7.7,  1978.9,  8.084,  2305,
2040200719, 081708, 070326,   24.6,  1979.2,  8.086,  2307,
2040200717, 081708, 070051,   45.9,  1981.0,  8.084,  2308,
2040200715, 081708, 065812,   76.2,  1991.3,  8.072,  2319,
2040200712, 081708, 065453,  100.8,  2005.9,  8.057,  2315,
2040200707, 081708, 064853,  149.7,  2026.0,  8.028,  2316,
2040200704, 081708, 064501,  200.5,  2044.3,  7.988,  2311,
2050200316, 101008, 173906, 1999.9,  2357.8,  7.465,  2413,
2050200311, 101008, 171725, 2999.7,  2344.3,  7.540,  2426,
2050200303, 101008, 164335, 4498.7,  2325.4,  7.582,  2424,
2050200418, 101008, 215849,  258.0,  2070.0,  7.862,  2268,
2050200416, 101008, 215504,  358.5,  2136.6,  7.682,  2258,
2050200413, 101008, 214914,  506.1,  2233.2,  7.474,  2284,
2050200411, 101008, 214456,  605.0,  2284.8,  7.374,  2306,
2050200407, 101008, 213754,  757.9,  2317.6,  7.357,  2338,
2050200401, 101008, 212739,  991.0,  2339.2,  7.381,  2368,
2050200722, 101108, 071646,    6.0,  1985.8,  8.103,  2325,
2050200719, 101108, 071151,   25.1,  1986.0,  8.099,  2322,
2050200717, 101108, 070921,   45.8,  1985.9,  8.098,    -9,
2050200715, 101108, 070621,   75.4,  1998.2,  8.074,  2315,
2050200712, 101108, 070226,  100.1,  2010.9, -9.000,  2315,
2050200707, 101108, 065531,  149.5,  2034.5,  8.007,    -9,
2050200704, 101108, 064952,  200.3,  2057.7, -9.000,    -9,
2060200316, 113008, 191315, 1999.5,  2357.1,  7.478,  2413,
2060200311, 113008, 184537, 3002.6,  2343.7,  7.542,  2427,
2060200303, 113008, 180737, 4498.6,  2324.2,  7.583,  2422,
2060200419, 113008, 235535,  265.2,  2073.4,  7.843,  2263,
2060200417, 113008, 235215,  351.8,  2108.1,  7.758,  2264,
2060200412, 113008, 234421,  520.8,  2223.9,  7.489,  2284,
2060200410, 113008, 234025,  623.0,  2275.4,  7.397,  2305,
2060200407, 113008, 233510,  754.4,  2322.9,  7.341,  2339,
2060200401, 113008, 232409, 1019.3,  2338.1,  7.377,  2365,
2060200722, 120108, 104106,    7.1,  1996.0,  8.083,  2321,
2060200719, 120108, 103527,   23.3,  1994.8,  8.085,  2320,
2060200717, 120108, 103152,   43.7,  1995.6,  8.086,  2322,
2060200715, 120108, 102742,   74.5,  2007.8,  8.063,  2327,
2060200712, 120108, 102318,   98.8,  2026.5,  8.027,  2317,
2060200707, 120108, 101343,  150.6,  2041.5,  7.987,  2310,
2060200704, 120108, 100848,  200.0,  2056.6,  7.915,  2286,
2080200316, 012009, 183436, 1999.3,  2352.2,  7.472,  2414,
2080200311, 012009, 180920, 3000.1,  2343.0,  7.535,  2425,
2080200303, 012009, 172025, 4499.2,  2325.0,  7.582,  2426,
2080200419, 012009, 231559,  242.7,  2062.4,  7.885,  2275,
2080200413, 012009, 230314,  500.4,  2210.7,  7.517,  2280,
2080200412, 012009, 230124,  523.9,  2232.8,  7.466,  2285,
2080200410, 012009, 225653,  603.3,  2280.2,  7.377,  2312,
2080200407, 012009, 225014,  742.7,  2312.7,  7.372,  2339,
2080200401, 012009, 223624, 1011.2,  2335.6,  7.388,  2367,
2080200722, 012109, 105811,    7.4,  2001.4,  8.075,  2326,
2080200719, 012109, 105342,   24.1,  2001.4,  8.073,  2324,
2080200717, 012109, 105001,   44.8,  2000.9,  8.075,  2325,
2080200715, 012109, 104641,   74.0,  2001.0,  8.074,  2327,
2080200712, 012109, 104211,  100.4,  2006.7,  8.061,  2330,
2080200707, 012109, 103422,  149.6,  2021.2,  8.036,  2323,
2080200704, 012109, 102921,  200.5,  2045.8,  7.965,  2316,
2090200316, 021709, 182340, 1998.9,  2354.2,  7.475,  2413,
2090200311, 021709, 175920, 2997.7,  2342.7,  7.539,  2425,
2090200303, 021709, 172046, 4499.4,  2322.8,  7.581,  2420,
2090200419, 021709, 234728,  264.2,  2067.6,  7.858,  2265,
2090200416, 021709, 234203,  370.1,  2107.0,  7.763,  2268,
2090200412, 021709, 233518,  505.6,  2199.8,  7.555,  2279,
2090200410, 021709, 233044,  614.3,  2266.3,  7.407,  2302,
2090200407, 021709, 232349,  776.4,  2320.8,  7.358,  2338,
2090200401, 021709, 230945, 1018.7,  2338.2, -9.000,  2372,
2090200722, 021809, 073952,    8.9,  2006.3,  8.070,  2324,
2090200719, 021809, 073522,   24.4,  2006.9,  8.069,  2339,
2090200717, 021809, 073222,   44.4,  2008.7,  8.065,  2335,
2090200715, 021809, 072917,   75.6,  2009.7,  8.062,  2329,
2090200712, 021809, 072422,   98.9,  2010.8,  8.064,  2328,
2090200707, 021809, 071617,  149.3,  2044.7,  7.962,  2305,
2090200704, 021809, 071122,  199.5,  2053.2,  7.918,  2289,
2100200316, 042809, 174708, 2001.2,  2354.7,  7.487,  2415,
2100200311, 042809, 172101, 3000.9,  2345.0,  7.541,  2425,
2100200303, 042809, 164531, 4499.5,  2326.9,  7.584,  2418,
2100200419, 042809, 220808,  254.4,  2046.8, -9.000,  2272,
2100200416, 042809, 220152,  366.9,  2110.6, -9.000,  2263,
