botid, date, time, press, theta, sigma, temp, csal, coxy, bsal, boxy, dic, ph, alk, phos, nit, sil, no2, 
#, mmddyy, hhmmss, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, PSS-78, umol/kg, umol/kg,  , ueq/kg, umol/kg, umol/kg, umol/kg, nmol/kg, 
0250200519, 041091, 074820,   27.2, 23.3842, 23.769, 23.3898, 34.9304,  251.9, 34.9299,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200518, 041091, 074802,   27.2, 23.3843, 23.770, 23.3899, 34.9307,  255.4, 34.9303,  215.1,  1966.8, -9.000,  2300,   0.09,   0.00,   1.31,   -9.0,
0250200517, 041091, 074701,   37.9, 22.7222, 24.092, 22.7299, 35.1030,  245.0, 35.0981,  217.5,  1978.9, -9.000,  2309,   0.07,   0.00,   1.31,   -9.0,
0250200516, 041091, 074557,   48.7, 22.3988, 24.259, 22.4085, 35.2027,  239.7, 35.1983,  217.4,  1978.5, -9.000,  2331,   0.07,   0.00,   1.31,   -9.0,
0250200515, 041091, 074428,   65.1, 21.9652, 24.428, 21.9780, 35.2632,  229.4, 35.2625,  215.1,    -9.0, -9.000,    -9,   0.06,   0.00,   1.31,   -9.0,
0250200514, 041091, 074317,   77.5, 21.6646, 24.519, 21.6798, 35.2732,  228.9, 35.2730,  216.0,    -9.0, -9.000,    -9,   0.06,   0.00,   1.69,   -9.0,
0250200513, 041091, 074223,   88.9, 21.5270, 24.564, 21.5443, 35.2826,  217.6, 35.2825,  212.1,    -9.0, -9.000,    -9,   0.07,   0.10,   1.69,   -9.0,
0250200512, 041091, 074123,   98.6, 21.2778, 24.620, 21.2969, 35.2659,  213.0, 35.2655,  214.8,    -9.0, -9.000,    -9,   0.07,   0.14,   1.21,   -9.0,
0250200511, 041091, 074027,  108.2, 21.0258, 24.680, 21.0466, 35.2542,  209.0, 35.2549,  205.4,    -9.0, -9.000,    -9,   0.11,   0.60,   1.50,   -9.0,
0250200510, 041091, 073931,  119.6, 20.8096, 24.728, 20.8324, 35.2398,  207.0, 35.2404,  203.5,  2010.5, -9.000,  2329,   0.13,   0.79,   1.50,   -9.0,
0250200509, 041091, 073841,  130.3, 20.3231, 24.822, 20.3475, 35.1914,  196.1, 35.1918,  199.8,    -9.0, -9.000,    -9,   0.16,   1.21,   1.69,   -9.0,
0250200508, 041091, 073742,  140.7, 20.0248, 24.873, 20.0509, 35.1547,  194.8, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200507, 041091, 073633,  157.1, 19.3896, 25.008, 19.4181, 35.1133,  195.2, 35.1127,  196.7,  2024.1, -9.000,  2316,   0.21,   2.04,   2.25,   -9.0,
0250200506, 041091, 073532,  168.1, 19.0991, 25.068, 19.1293, 35.0941,  197.7, 35.0954,  196.2,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200505, 041091, 073425,  181.3, 18.7422, 25.140, 18.7743, 35.0696,  198.1, 35.0684,  197.5,    -9.0, -9.000,    -9,   0.23,   2.34,   2.63,   -9.0,
0250200504, 041091, 073331,  193.0, 18.2517, 25.226, 18.2852, 35.0215,  199.1, 35.0260,  200.2,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200503, 041091, 073216,  209.7, 17.3314, 25.357, 17.3665, 34.8977,  203.2, 34.9086,  200.8,  2031.3, -9.000,  2299,   0.27,   3.12,   3.56,   -9.0,
0250200502, 041091, 072527,  482.7,  7.3698, 26.624,  7.4168, 34.0562,  131.1, 34.0556,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200501, 041091, 071328, 1028.8,  3.8301, 27.396,  3.9074, 34.4876,   44.8, 34.4882,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200614, 041091, 110821,    8.3, 23.3655, 23.770, 23.3672, 34.9240,   -9.0, 34.9238,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200613, 041091, 110708,   27.5, 23.3693, 23.774, 23.3749, 34.9307,   -9.0, 34.9308,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200612, 041091, 110607,   48.1, 22.5270, 24.172, 22.5367, 35.1351,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200611, 041091, 110456,   79.0, 22.0533, 24.395, 22.0690, 35.2532,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200610, 041091, 110341,  103.4, 21.4121, 24.585, 21.4322, 35.2682,   -9.0, 35.2684,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200609, 041091, 110257,  113.6, 21.0630, 24.677, 21.0848, 35.2626,   -9.0, 35.2634,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200608, 041091, 110142,  130.1, 20.7670, 24.742, 20.7917, 35.2426,   -9.0, 35.2443,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200607, 041091, 110030,  154.6, 20.1895, 24.848, 20.2183, 35.1787,   -9.0, 35.1778,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200606, 041091, 105909,  184.4, 18.9617, 25.103, 18.9946, 35.0938,   -9.0, 35.0952,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200605, 041091, 105644,  258.3, 15.0476, 25.633, 15.0868, 34.5734,   -9.0, 34.5793,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200604, 041091, 105121,  479.5,  7.8364, 26.557,  7.8848, 34.0561,   -9.0, 34.0561,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200603, 041091, 104956,  508.3,  7.2415, 26.655,  7.2906, 34.0733,   -9.0, 34.0619,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200602, 041091, 104401,  760.9,  4.7452, 27.170,  4.8059, 34.3256,   -9.0, 34.3266,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200601, 041091, 103744, 1033.2,  3.8210, 27.397,  3.8986, 34.4876,   -9.0, 34.4892,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200706, 041091, 142240,   16.3, 23.3541, 23.781, 23.3575, 34.9342,   -9.0, 34.9350,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200705, 041091, 141950,  109.7, 21.1090, 24.676, 21.1301, 35.2786,   -9.0, 35.2779,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200704, 041091, 141310,  403.2,  9.3073, 26.369,  9.3522, 34.1069,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200703, 041091, 141025,  502.6,  7.0214, 26.691,  7.0691, 34.0793,   -9.0, 34.0754,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200702, 041091, 140246,  820.7,  4.5946, 27.230,  4.6596, 34.3813,   -9.0, 34.3791,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200701, 041091, 135745, 1026.0,  3.8562, 27.388,  3.9335, 34.4809,   -9.0, 34.4837,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200806, 041091, 170546,   10.2, 23.2502, 23.824, 23.2523, 34.9508,   -9.0, 34.9522,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200805, 041091, 170243,   93.3, 21.5899, 24.545, 21.6081, 35.2798,   -9.0, 35.2825,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200804, 041091, 165152,  477.8,  7.2981, 26.637,  7.3443, 34.0604,   -9.0, 34.0591,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200803, 041091, 164546,  659.7,  5.2913, 27.026,  5.3461, 34.2243,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200802, 041091, 164314,  748.2,  4.8691, 27.138,  4.9294, 34.3030,   -9.0, 34.3015,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200801, 041091, 163605, 1047.1,  3.8175, 27.396,  3.8963, 34.4856,   -9.0, 34.4853,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200923, 041091, 200942,    6.4, 23.3305, 23.788, 23.3318, 34.9337,   -9.0, 34.9333,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200922, 041091, 200903,   11.2, 23.3205, 23.790, 23.3228, 34.9336,   -9.0, 34.9333,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200921, 041091, 200800,   27.8, 22.9025, 24.013, 22.9082, 35.0676,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200920, 041091, 200655,   48.6, 22.0950, 24.367, 22.1046, 35.2315,   -9.0, 35.2374,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200919, 041091, 200611,   62.9, 21.9804, 24.421, 21.9928, 35.2599,   -9.0, 35.2601,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200918, 041091, 200514,   78.7, 21.6549, 24.526, 21.6703, 35.2783,   -9.0, 35.2692,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200917, 041091, 200424,   88.8, 21.2127, 24.618, 21.2298, 35.2399,   -9.0, 35.2437,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200916, 041091, 200324,  104.6, 20.8744, 24.711, 20.8943, 35.2400,   -9.0, 35.2402,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200915, 041091, 200234,  120.1, 20.5452, 24.781, 20.5678, 35.2154,   -9.0, 35.2204,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200914, 041091, 200150,  129.8, 20.3343, 24.829, 20.3586, 35.2046,   -9.0, 35.2037,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200913, 041091, 200057,  142.1, 19.9239, 24.915, 19.9501, 35.1742,   -9.0, 35.1780,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200912, 041091, 200008,  156.7, 19.4120, 25.018, 19.4404, 35.1350,   -9.0, 35.1336,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200911, 041091, 195857,  183.5, 18.5525, 25.172, 18.5847, 35.0484,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200910, 041091, 195751,  204.9, 17.8119, 25.292, 17.8469, 34.9651,   -9.0, 34.9633,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200909, 041091, 195607,  262.7, 14.7481, 25.668, 14.7874, 34.5353,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200908, 041091, 195148,  466.7,  7.5988, 26.590,  7.6450, 34.0547,   -9.0, 34.0516,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200907, 041091, 195003,  515.2,  7.0263, 26.734,  7.0753, 34.1348,   -9.0, 34.1288,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200906, 041091, 194625,  674.2,  5.0149, 27.061,  5.0696, 34.2272,   -9.0, 34.2239,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200905, 041091, 194408,  758.8,  4.6902, 27.198,  4.7505, 34.3543,   -9.0, 34.3522,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200904, 041091, 193741, 1035.8,  3.8338, 27.395,  3.9117, 34.4863,   -9.0, 34.4855,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200903, 041091, 193722, 1035.3,  3.8325, 27.394,  3.9104, 34.4859,   -9.0, 34.4882,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200902, 041091, 193712, 1035.3,  3.8317, 27.394,  3.9095, 34.4856,   -9.0, 34.4864,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250200901, 041091, 193657, 1035.1,  3.8299, 27.394,  3.9077, 34.4848,   -9.0, 34.4862,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201005, 041091, 225954,   30.4, 23.3735, 23.768, 23.3798, 34.9243,   -9.0, 34.9254,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201004, 041091, 225709,  100.9, 21.3959, 24.593, 21.4155, 35.2732,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201003, 041091, 224955,  454.6,  7.8336, 26.558,  7.8794, 34.0575,   -9.0, 34.0547,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201002, 041091, 224508,  670.0,  5.0748, 27.053,  5.1294, 34.2257,   -9.0, 34.2237,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201001, 041091, 223703, 1028.5,  3.7912, 27.397,  3.8682, 34.4846,   -9.0, 34.4846,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201123, 041191, 020938,   13.1, 23.5348, 23.728, 23.5375, 34.9336,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201122, 041191, 020922,   13.0, 23.5117, 23.733, 23.5144, 34.9317,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201121, 041191, 020906,   13.1, 23.5047, 23.736, 23.5074, 34.9322,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201120, 041191, 020849,   13.1, 23.4921, 23.739, 23.4948, 34.9317,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201119, 041191, 020833,   13.0, 23.4849, 23.741, 23.4876, 34.9311,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201118, 041191, 020808,   13.0, 23.4788, 23.742, 23.4815, 34.9302,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201117, 041191, 020752,   13.0, 23.4866, 23.740, 23.4893, 34.9313,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201116, 041191, 020739,   13.1, 23.5034, 23.735, 23.5061, 34.9302,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201115, 041191, 020724,   13.0, 23.4923, 23.739, 23.4950, 34.9312,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201114, 041191, 020707,   13.0, 23.4831, 23.740, 23.4858, 34.9302,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201113, 041191, 020649,   13.1, 23.4783, 23.741, 23.4811, 34.9291,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201112, 041191, 020633,   13.0, 23.4849, 23.741, 23.4876, 34.9311,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201111, 041191, 020617,   13.1, 23.5221, 23.730, 23.5248, 34.9315,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201110, 041191, 020605,   12.9, 23.5133, 23.732, 23.5160, 34.9311,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201109, 041191, 020547,   13.1, 23.5120, 23.732, 23.5147, 34.9306,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201108, 041191, 020531,   12.9, 23.5281, 23.729, 23.5307, 34.9328,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201107, 041191, 020519,   13.0, 23.5224, 23.731, 23.5251, 34.9322,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201106, 041191, 020505,   13.1, 23.5223, 23.730, 23.5250, 34.9318,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201105, 041191, 020435,   13.1, 23.5217, 23.731, 23.5244, 34.9322,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201104, 041191, 020422,   12.9, 23.5285, 23.729, 23.5311, 34.9325,   -9.0, 34.9333,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201103, 041191, 020100,  100.7, 21.5252, 24.547, 21.5448, 35.2597,   -9.0, 35.2580,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201102, 041191, 015215,  487.3,  7.2114, 26.657,  7.2583, 34.0702,   -9.0, 34.0630,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201101, 041191, 014031, 1033.2,  3.7985, 27.396,  3.8760, 34.4840,   -9.0, 34.4831,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201204, 041191, 044043,    6.5, 23.5991, 23.703, 23.6004, 34.9257,   -9.0, 34.9283,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201203, 041191, 043750,   99.1, 21.5790, 24.545, 21.5984, 35.2758,   -9.0, 35.2773,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201202, 041191, 043011,  472.8,  7.5248, 26.598,  7.5713, 34.0517,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201201, 041191, 041818, 1027.9,  3.8432, 27.386,  3.9206, 34.4771,   -9.0, 34.4767,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201318, 041191, 094913,    8.2, 23.4830, 23.740, 23.4847, 34.9294,   -9.0, 34.9280,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201317, 041191, 094900,    8.2, 23.4788, 23.741, 23.4805, 34.9290,   -9.0, 34.9279,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201316, 041191, 094719,   27.7, 23.1264, 23.890, 23.1321, 34.9900,   -9.0, 34.9876,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201315, 041191, 094611,   46.9, 22.3785, 24.253, 22.3879, 35.1871,   -9.0, 35.1752,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201314, 041191, 094443,   76.9, 21.5266, 24.550, 21.5416, 35.2642,   -9.0, 35.2618,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201313, 041191, 094317,   91.9, 21.3321, 24.609, 21.3499, 35.2712,   -9.0, 35.2679,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201312, 041191, 094302,   92.1, 21.3175, 24.612, 21.3353, 35.2692,   -9.0, 35.2672,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201311, 041191, 094209,  102.2, 21.0829, 24.680, 21.1025, 35.2738,   -9.0, 35.2737,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201310, 041191, 094128,  107.1, 20.9805, 24.708, 21.0010, 35.2737,   -9.0, 35.2725,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201309, 041191, 094110,  107.1, 20.9740, 24.710, 20.9945, 35.2742,   -9.0, 35.2731,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201308, 041191, 094043,  107.2, 20.8918, 24.729, 20.9122, 35.2698,   -9.0, 35.2725,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201307, 041191, 093956,  117.0, 20.7793, 24.758, 20.8015, 35.2687,   -9.0, 35.2685,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201306, 041191, 093800,  131.4, 20.3545, 24.862, 20.3791, 35.2553,   -9.0, 35.2518,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201305, 041191, 093707,  140.5, 20.1468, 24.887, 20.1729, 35.2153,   -9.0, 35.2151,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201304, 041191, 093601,  155.7, 19.4114, 25.021, 19.4397, 35.1387,   -9.0, 35.1394,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201303, 041191, 093443,  181.0, 18.6572, 25.158, 18.6891, 35.0654,   -9.0, 35.0674,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201302, 041191, 092749,  478.2,  7.4027, 26.619,  7.4493, 34.0555,   -9.0, 34.0524,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0250201301, 041191, 091539, 1030.6,  3.8837, 27.381,  3.9615, 34.4759,   -9.0, 34.4764,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0260200123, 050791, 212038, 1007.9,  3.9033, 27.387,  3.9794, 34.4863,   44.2, 34.4865,   44.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0260200122, 050791, 211720, 1101.3,  3.6092, 27.438,  3.6908, 34.5131,   50.7, 34.5131,   48.4,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0260200121, 050791, 211418, 1208.7,  3.3263, 27.481,  3.4143, 34.5315,   55.6, 34.5317,   54.2,    -9.0, -9.000,    -9,   3.00,  41.54, 122.54,   -9.0,
0260200120, 050791, 210853, 1402.8,  2.9337, 27.539,  3.0339, 34.5583,   63.0, 34.5602,   60.9,    -9.0, -9.000,    -9,   2.97,  41.41, 129.92,   -9.0,
0260200119, 050791, 210504, 1501.8,  2.7530, 27.566,  2.8593, 34.5720,   69.0, 34.5722,   65.7,    -9.0, -9.000,    -9,   2.96,  41.30, 133.63,   -9.0,
0260200118, 050791, 210024, 1706.2,  2.3994, 27.615,  2.5185, 34.5952,   79.0, 34.5960,   75.9,    -9.0, -9.000,    -9,   2.90,  40.80, 141.01,   -9.0,
0260200117, 050791, 205713, 1804.2,  2.2241, 27.635,  2.3491, 34.6024,   81.9, 34.6034,   80.0,    -9.0, -9.000,    -9,   2.89,  40.55, 146.19,   -9.0,
0260200116, 050791, 205222, 2004.2,  1.9855, 27.664,  2.1242, 34.6151,   86.8, 34.6166,   85.4,  2364.8, -9.000,  2415,   2.88,  40.38, 152.85,   -9.0,
0260200115, 050791, 204507, 2203.3,  1.7494, 27.695,  1.9016, 34.6301,   90.6, 34.6292,   92.6,    -9.0, -9.000,    -9,   2.83,  39.94, 158.57,   -9.0,
0260200114, 050791, 203850, 2401.7,  1.6030, 27.715,  1.7703, 34.6420,   97.8, 34.6409,  100.5,    -9.0, -9.000,    -9,   2.79,  39.56, 160.41,   -9.0,
0260200113, 050791, 203411, 2602.8,  1.4648, 27.735,  1.6478, 34.6542,  108.5, 34.6557,  110.6,    -9.0, -9.000,    -9,   2.75,  38.70, 160.97,   -9.0,
0260200112, 050791, 202921, 2806.4,  1.3738, 27.749,  1.5740, 34.6631,  115.4, 34.6633,  119.7,    -9.0, -9.000,    -9,   2.70,  38.09, 160.41,   -9.0,
0260200111, 050791, 202423, 3006.0,  1.3192, 27.758,  1.5374, 34.6695,  120.9, 34.6703,  125.6,  2340.2, -9.000,  2422,   2.66,  37.84, 159.31,   -9.0,
0260200110, 050791, 201945, 3202.5,  1.2576, 27.767,  1.4938, 34.6750,  128.1, 34.6759,  133.2,    -9.0, -9.000,    -9,   2.62,  37.35, 157.26,   -9.0,
0260200109, 050791, 201444, 3403.2,  1.2137, 27.773,  1.4693, 34.6786,  135.1, 34.6796,  138.3,    -9.0, -9.000,    -9,   2.60,  37.10, 155.42,   -9.0,
0260200108, 050791, 200953, 3602.5,  1.1812, 27.777,  1.4567, 34.6817,  140.3, 34.6814,  142.5,    -9.0, -9.000,    -9,   2.57,  36.73, 154.86,   -9.0,
0260200107, 050791, 200528, 3803.9,  1.1559, 27.781,  1.4524, 34.6840,  143.8, 34.6834,  145.5,    -9.0, -9.000,    -9,   2.58,  36.60, 152.10,   -9.0,
0260200106, 050791, 200059, 4000.6,  1.1373, 27.784,  1.4550, 34.6858,  140.2, 34.6870,  148.3,    -9.0, -9.000,    -9,   2.54,  36.36, 150.80,   -9.0,
0260200105, 050791, 195602, 4200.7,  1.1236, 27.786,  1.4636, 34.6871,  142.3, 34.6862,  150.3,    -9.0, -9.000,    -9,   2.51,  36.24, 149.32,   -9.0,
0260200104, 050791, 195122, 4402.6,  1.1151, 27.787,  1.4783, 34.6879,  142.8, 34.6864,  152.0,  2328.6, -9.000,  2418,   2.50,  36.11, 148.95,   -9.0,
0260200103, 050791, 194200, 4500.2,  1.1116, 27.788,  1.4861, 34.6885,  155.0, 34.6868,  152.4,    -9.0, -9.000,    -9,   2.50,  35.99, 148.39,   -9.0,
0260200102, 050791, 193900, 4602.4,  1.1076, 27.788,  1.4942, 34.6889,  157.1, 34.6875,  152.6,    -9.0, -9.000,    -9,   2.48,  35.99, 148.39,   -9.0,
0260200101, 050791, 193500, 4706.5,  1.0958, 27.790,  1.4948, 34.6898,  159.9, 34.6881,  156.4,    -9.0, -9.000,    -9,   2.48,  35.87, 147.47,   -9.0,
