botid, date, time, press, temp, csal, dic, ph, alk, 
#, mmddyy, hhmmss, dbar, ITS-90, PSS-78, umol/kg,  , ueq/kg, 
0030200111, 010889, 030505, 2575.1,  1.6854, 34.6509,  2358.6, -9.000,  2422,
0030200110, 010889, 030034, 2786.4,  1.5911, 34.6612,  2345.8, -9.000,  2421,
0030200109, 010889, 025559, 2987.6,  1.5388, 34.6684,  2350.7, -9.000,  2418,
0030200108, 010889, 025148, 3197.6,  1.4940, 34.6739,  2336.0, -9.000,  2414,
0030200107, 010889, 024738, 3402.8,  1.4709, 34.6781,  2340.9, -9.000,    -9,
0030200106, 010889, 024311, 3590.0,  1.4546, 34.6815,  2335.0, -9.000,  2418,
0030200105, 010889, 023835, 3794.8,  1.4486, 34.6842,  2319.4, -9.000,  2417,
0030200104, 010889, 023408, 4003.6,  1.4532, 34.6860,    -9.0, -9.000,  2419,
0030200103, 010889, 022928, 4205.0,  1.4617, 34.6874,    -9.0, -9.000,    -9,
0030200102, 010889, 022441, 4403.3,  1.4767, 34.6881,    -9.0, -9.000,  2421,
0030200101, 010889, 022131, 4504.9,  1.4861, 34.6882,    -9.0, -9.000,  2422,
0030200212, 010889, 071857,   35.9, 24.7111, 35.0380,    -9.0, -9.000,  2310,
0030200211, 010889, 071454,  204.9, 18.7976, 34.9939,    -9.0, -9.000,  2308,
0030200210, 010889, 070917,  378.3, 10.5549, 34.1680,    -9.0, -9.000,  2257,
0030200209, 010889, 070342,  598.6,  6.1687, 34.1004,    -9.0, -9.000,  2294,
0030200208, 010889, 064400,  757.5,  4.8092, 34.2853,  2322.0, -9.000,  2328,
0030200207, 010889, 063926,  928.8,  4.1944, 34.4434,  2346.2, -9.000,  2355,
0030200206, 010889, 063348, 1148.5,  3.6658, 34.5136,  2353.9, -9.000,  2365,
0030200205, 010889, 062949, 1351.3,  3.1833, 34.5492,  2361.7, -9.000,  2383,
0030200204, 010889, 062431, 1600.2,  2.6935, 34.5800,  2359.7, -9.000,  2391,
0030200203, 010889, 061933, 1775.8,  2.4128, 34.5967,  2362.6, -9.000,  2403,
0030200202, 010889, 061513, 1926.6,  2.2174, 34.6083,  2357.7, -9.000,  2403,
0030200201, 010889, 060723, 2201.1,  1.9103, 34.6305,  2372.3, -9.000,  2418,
0030200312, 010889, 104034,   19.7, 24.6773, 35.0352,  1968.0, -9.000,  2305,
0030200311, 010889, 103714,  118.8, 22.9668, 35.1023,  1997.2, -9.000,  2311,
0030200310, 010889, 103432,  186.0, 19.8478, 35.0726,  2046.1, -9.000,  2303,
0030200309, 010889, 103200,  252.9, 16.2421, 34.6984,  2056.4, -9.000,  2282,
0030200308, 010889, 102855,  334.2, 12.2385, 34.2827,  2097.2, -9.000,  2265,
0030200307, 010889, 102651,  384.7, 10.4801, 34.1804,  2117.9, -9.000,  2258,
0030200306, 010889, 102432,  436.6,  9.2014, 34.1231,  2142.4, -9.000,  2271,
0030200305, 010889, 102151,  504.2,  7.5044, 34.0938,  2205.0, -9.000,  2275,
0030200304, 010889, 101950,  549.5,  6.6911, 34.0767,  2234.4, -9.000,  2283,
0030200303, 010889, 101741,  596.9,  5.9615, 34.1188,  2267.6, -9.000,  2303,
0030200302, 010889, 101341,  710.8,  5.0777, 34.2543,  2313.3, -9.000,  2335,
0030200301, 010889, 100251, 1016.4,  3.9710, 34.4730,  2348.1, -9.000,  2361,
0030200410, 010889, 143637,    4.9, 24.6509, 35.0310,  1962.1, -9.000,    -9,
0030200409, 010889, 143356,   22.8, 24.6506, 35.0314,  1961.2, -9.000,    -9,
0030200408, 010889, 143232,   43.3, 24.6620, 35.0312,  1965.1, -9.000,    -9,
0030200407, 010889, 143045,   72.7, 24.6651, 35.0309,  1957.2, -9.000,    -9,
0030200406, 010889, 142841,   97.7, 24.6700, 35.0312,  1969.0, -9.000,    -9,
0030200405, 010889, 142715,  122.2, 23.9860, 35.0630,  1976.8, -9.000,    -9,
0030200404, 010889, 142546,  146.8, 22.5308, 35.1306,  2008.9, -9.000,    -9,
0030200403, 010889, 142417,  176.8, 21.1149, 35.1359,  2023.5, -9.000,    -9,
0030200402, 010889, 141603,  528.3,  7.1890, 34.0881,    -9.0, -9.000,    -9,
0030200401, 010889, 140455, 1013.0,  3.9872, 34.4724,    -9.0, -9.000,    -9,
0030200512, 010889, 211812,    3.7, 24.6240, 35.0235,    -9.0, -9.000,    -9,
0030200511, 010889, 211535,   17.7, 24.6263, 35.0238,    -9.0, -9.000,    -9,
0030200510, 010889, 211402,   37.9, 24.6279, 35.0240,    -9.0, -9.000,    -9,
0030200509, 010889, 211226,   57.4, 24.6317, 35.0244,    -9.0, -9.000,    -9,
0030200508, 010889, 211052,   78.1, 24.6352, 35.0240,    -9.0, -9.000,    -9,
0030200507, 010889, 210907,   97.1, 24.6188, 35.0251,    -9.0, -9.000,    -9,
0030200506, 010889, 210722,  117.1, 23.0680, 35.1021,    -9.0, -9.000,    -9,
0030200505, 010889, 210357,  139.0, 21.8504, 35.1504,    -9.0, -9.000,    -9,
0030200504, 010889, 205841,  147.9, 21.8025, 35.1562,    -9.0, -9.000,    -9,
0030200503, 010889, 205707,  161.7, 21.0489, 35.1249,    -9.0, -9.000,    -9,
0030200502, 010889, 205539,  181.3, 20.0444, 35.0779,    -9.0, -9.000,    -9,
0030200501, 010889, 205250,  227.3, 17.6627, 34.8718,    -9.0, -9.000,    -9,
0030200612, 010989, 000336,    2.8, 24.6301, 35.0248,    -9.0, -9.000,    -9,
0030200611, 010989, 000035,   18.4, 24.6297, 35.0253,    -9.0, -9.000,    -9,
0030200610, 010889, 235717,   38.2, 24.6328, 35.0264,    -9.0, -9.000,    -9,
0030200609, 010889, 235445,   56.7, 24.6372, 35.0264,    -9.0, -9.000,    -9,
0030200608, 010889, 235244,   79.4, 24.6411, 35.0264,    -9.0, -9.000,    -9,
0030200607, 010889, 235041,   96.6, 24.2463, 35.0527,    -9.0, -9.000,    -9,
0030200606, 010889, 234853,  117.5, 22.4823, 35.1298,    -9.0, -9.000,    -9,
0030200605, 010889, 234611,  139.2, 21.6190, 35.1512,    -9.0, -9.000,    -9,
0030200604, 010889, 234437,  151.6, 20.9569, 35.1216,    -9.0, -9.000,    -9,
0030200603, 010889, 234239,  163.4, 20.4608, 35.1109,    -9.0, -9.000,    -9,
0030200602, 010889, 234017,  186.7, 19.1337, 35.0254,    -9.0, -9.000,    -9,
0030200601, 010889, 233805,  230.8, 17.1285, 34.7982,    -9.0, -9.000,    -9,
0030200712, 010989, 024740,  201.3, 19.6900, 35.0681,    -9.0, -9.000,    -9,
0030200711, 010989, 024614,  251.0, 16.6947, 34.7511,  2057.3, -9.000,    -9,
0030200710, 010989, 024510,  278.0, 15.3035, 34.6018,  2053.7, -9.000,    -9,
0030200709, 010989, 024402,  304.3, 14.0151, 34.4438,  2062.7, -9.000,    -9,
0030200708, 010989, 024237,  353.1, 11.4264, 34.2150,  2101.2, -9.000,    -9,
0030200707, 010989, 024111,  403.8,  9.5729, 34.1347,  2129.7, -9.000,    -9,
0030200706, 010989, 023908,  505.0,  7.3961, 34.0958,  2207.0, -9.000,    -9,
0030200705, 010989, 023659,  605.8,  5.8765, 34.1270,  2271.5, -9.000,    -9,
0030200704, 010989, 023455,  705.5,  5.0557, 34.2247,  2321.2, -9.000,    -9,
0030200703, 010989, 023245,  808.3,  4.7333, 34.3511,    -9.0, -9.000,    -9,
0030200702, 010989, 023033,  906.4,  4.3932, 34.4231,  2338.4, -9.000,    -9,
0030200701, 010989, 022810, 1021.7,  4.0663, 34.4830,  2350.1, -9.000,    -9,
0030200812, 010989, 060005,    3.9, 24.6214, 35.0323,    -9.0, -9.000,    -9,
0030200811, 010989, 055741,   19.4, 24.6387, 35.0332,    -9.0, -9.000,    -9,
0030200810, 010989, 055635,   41.6, 24.6444, 35.0329,    -9.0, -9.000,    -9,
0030200809, 010989, 055504,   71.4, 24.6503, 35.0326,    -9.0, -9.000,    -9,
0030200808, 010989, 055348,  102.9, 24.6482, 35.0327,    -9.0, -9.000,    -9,
0030200807, 010989, 055205,  132.6, 23.1605, 35.0880,    -9.0, -9.000,    -9,
0030200806, 010989, 055104,  151.8, 22.1789, 35.1450,    -9.0, -9.000,    -9,
0030200805, 010989, 055002,  177.0, 21.2455, 35.1305,    -9.0, -9.000,    -9,
0030200804, 010989, 054809,  257.2, 16.9378, 34.7726,    -9.0, -9.000,    -9,
0030200803, 010989, 054347,  500.3,  7.7968, 34.1008,    -9.0, -9.000,    -9,
0030200802, 010989, 053926,  753.9,  4.9562, 34.2712,    -9.0, -9.000,    -9,
0030200801, 010989, 053450, 1014.1,  4.0278, 34.4783,    -9.0, -9.000,    -9,
0030200912, 010989, 085455,    8.7, 24.6103, 35.0361,    -9.0, -9.000,    -9,
0030200911, 010989, 085146,   26.5, 24.6241, 35.0341,    -9.0, -9.000,    -9,
0030200910, 010989, 085026,   48.8, 24.6314, 35.0338,    -9.0, -9.000,    -9,
0030200909, 010989, 084904,   78.8, 24.6324, 35.0337,    -9.0, -9.000,    -9,
0030200908, 010989, 084754,  102.7, 24.6333, 35.0335,    -9.0, -9.000,    -9,
0030200907, 010989, 084638,  128.2, 22.7298, 35.1155,    -9.0, -9.000,    -9,
0030200906, 010989, 084528,  153.2, 21.5980, 35.1477,    -9.0, -9.000,    -9,
0030200905, 010989, 084412,  176.3, 20.5417, 35.1123,    -9.0, -9.000,    -9,
0030200904, 010989, 084140,  253.1, 16.3077, 34.7007,    -9.0, -9.000,    -9,
0030200903, 010989, 083633,  496.7,  8.1214, 34.0985,    -9.0, -9.000,    -9,
0030200902, 010989, 083112,  756.7,  4.9155, 34.2560,    -9.0, -9.000,    -9,
0030200901, 010989, 082521, 1013.1,  4.0743, 34.4760,    -9.0, -9.000,    -9,
0030201012, 010989, 122919,    9.8, 24.6043, 35.0335,    -9.0, -9.000,    -9,
0030201011, 010989, 122732,   28.3, 24.6131, 35.0332,    -9.0, -9.000,    -9,
0030201010, 010989, 122615,   49.7, 24.6184, 35.0333,    -9.0, -9.000,    -9,
0030201009, 010989, 122446,   79.9, 24.6213, 35.0330,    -9.0, -9.000,    -9,
0030201008, 010989, 122327,  105.0, 23.4710, 35.0731,    -9.0, -9.000,    -9,
0030201007, 010989, 122209,  129.2, 22.2934, 35.1480,    -9.0, -9.000,    -9,
0030201006, 010989, 122050,  154.4, 21.2099, 35.1320,    -9.0, -9.000,    -9,
0030201005, 010989, 121931,  178.8, 20.1553, 35.0780,    -9.0, -9.000,    -9,
0030201004, 010989, 121653,  250.3, 16.0406, 34.6638,    -9.0, -9.000,    -9,
0030201003, 010989, 120941,  505.3,  7.6407, 34.1007,    -9.0, -9.000,    -9,
0030201002, 010989, 120218,  761.2,  4.8567, 34.2991,    -9.0, -9.000,    -9,
0030201001, 010989, 115444, 1014.4,  4.0190, 34.4830,    -9.0, -9.000,    -9,
0030201112, -00009, -00009,   53.3, 24.5943, 35.0344,    -9.0, -9.000,    -9,
0030201108, -00009, -00009,  178.0, 21.7058, 35.1483,    -9.0, -9.000,    -9,
0030201104, -00009, -00009,  539.2,  7.2060, 34.0985,    -9.0, -9.000,    -9,
0030201212, 010989, 194707,    3.6, 24.5507, 35.0251,    -9.0, -9.000,    -9,
0030201211, 010989, 194435,   20.6, 24.5631, 35.0261,    -9.0, -9.000,    -9,
0030201210, 010989, 194237,   40.9, 24.5653, 35.0265,    -9.0, -9.000,    -9,
0030201209, 010989, 194044,   69.8, 24.5681, 35.0257,    -9.0, -9.000,    -9,
0030201208, 010989, 193850,   98.6, 24.3810, 35.0357,    -9.0, -9.000,    -9,
0030201207, 010989, 193716,  123.2, 22.7972, 35.1048,    -9.0, -9.000,    -9,
0030201206, 010989, 193544,  148.0, 21.7803, 35.1527,    -9.0, -9.000,    -9,
0030201205, 010989, 193407,  172.0, 20.8060, 35.1231,    -9.0, -9.000,    -9,
0030201204, 010989, 193108,  251.6, 17.0904, 34.8009,    -9.0, -9.000,    -9,
0030201203, 010989, 192451,  503.5,  7.5283, 34.0949,    -9.0, -9.000,    -9,
0030201202, 010989, 191832,  758.9,  4.7674, 34.2735,    -9.0, -9.000,    -9,
0030201201, 010989, 191132, 1005.6,  4.1135, 34.4698,    -9.0, -9.000,    -9,
0030201312, 011089, 001358,    4.1, 24.5277, 35.0160,    -9.0, -9.000,    -9,
0030201311, 011089, 001146,   22.5, 24.5331, 35.0184,    -9.0, -9.000,    -9,
0030201310, 011089, 001005,   42.7, 24.5383, 35.0188,    -9.0, -9.000,    -9,
0030201309, 011089, 000751,   72.1, 24.5454, 35.0193,    -9.0, -9.000,    -9,
0030201308, 011089, 000602,   97.3, 24.5506, 35.0200,    -9.0, -9.000,    -9,
0030201307, 011089, 000410,  122.0, 23.0729, 35.0875,    -9.0, -9.000,    -9,
0030201306, 011089, 000044,  152.9, 21.6874, 35.1490,    -9.0, -9.000,    -9,
0030201305, 010989, 235828,  175.0, 20.2329, 35.0877,    -9.0, -9.000,    -9,
0030201304, 010989, 235434,  254.6, 15.8358, 34.6370,    -9.0, -9.000,    -9,
0030201303, 010989, 234420,  504.6,  7.5213, 34.0905,    -9.0, -9.000,    -9,
0030201302, 010989, 233508,  754.7,  4.9232, 34.2899,    -9.0, -9.000,    -9,
0030201301, 010989, 232509, 1016.2,  3.9554, 34.4819,    -9.0, -9.000,    -9,
0030201403, 011089, 050333,   84.9, 24.5960, 35.0342,    -9.0, -9.000,    -9,
0030201402, 011089, 050012,  163.4, 21.5752, 35.1366,    -9.0, -9.000,    -9,
0030201401, 011089, 045440,  485.3,  8.2961, 34.1158,    -9.0, -9.000,    -9,
0030201506, 011089, 111309,   54.4, 24.5574, 35.0331,    -9.0, -9.000,    -9,
0030201505, 011089, 111110,   95.5, 24.5700, 35.0330,    -9.0, -9.000,    -9,
0030201504, 011089, 110853,  120.3, 22.8749, 35.1001,    -9.0, -9.000,    -9,
0030201503, 011089, 110700,  133.1, 22.1524, 35.1424,    -9.0, -9.000,    -9,
0030201502, 011089, 110440,  152.9, 21.1003, 35.1280,    -9.0, -9.000,    -9,
0030201501, 011089, 105407,  523.5,  7.3137, 34.0890,    -9.0, -9.000,    -9,
0040200112, 022789, 223252,    8.7, 23.5484, 34.8411,    -9.0, -9.000,    -9,
0040200111, 022789, 223105,   18.8, 23.5476, 34.8388,    -9.0, -9.000,    -9,
0040200110, 022789, 222926,   38.5, 23.5570, 34.8318,    -9.0, -9.000,    -9,
0040200109, 022789, 222811,   58.4, 23.5703, 34.8336,    -9.0, -9.000,    -9,
0040200108, 022789, 222651,   78.4, 23.2542, 35.2702,    -9.0, -9.000,    -9,
0040200107, 022789, 222523,   98.4, 23.1590, 35.3093,    -9.0, -9.000,    -9,
0040200106, 022789, 222414,  108.2, 23.0886, 35.3301,    -9.0, -9.000,    -9,
0040200105, 022789, 222308,  118.3, 22.9109, 35.3348,    -9.0, -9.000,    -9,
0040200104, 022789, 222155,  131.3, 22.2731, 35.3278,    -9.0, -9.000,    -9,
0040200103, 022789, 222047,  141.4, 21.5767, 35.2410,    -9.0, -9.000,    -9,
0040200102, 022789, 221943,  151.3, 20.6704, 35.1776,    -9.0, -9.000,    -9,
0040200101, 022789, 221814,  163.0, 19.5209, 35.1042,    -9.0, -9.000,    -9,
0040200212, 022889, 013435,  179.4, 18.1525, 34.9588,    -9.0, -9.000,    -9,
0040200211, 022889, 013235,  226.3, 15.4443, 34.6547,    -9.0, -9.000,    -9,
0040200210, 022889, 013111,  250.9, 14.2984, 34.5353,    -9.0, -9.000,    -9,
0040200209, 022889, 012856,  270.4, 13.1786, 34.3849,    -9.0, -9.000,    -9,
0040200208, 022889, 012722,  299.8, 12.4855, 34.3549,    -9.0, -9.000,    -9,
0040200207, 022889, 012348,  402.2,  9.7110, 34.1490,    -9.0, -9.000,    -9,
0040200206, 022889, 011937,  502.1,  7.6293, 34.1207,    -9.0, -9.000,    -9,
0040200205, 022889, 011436,  602.8,  6.0869, 34.1291,    -9.0, -9.000,    -9,
0040200204, 022889, 011102,  703.8,  5.3463, 34.2898,    -9.0, -9.000,    -9,
0040200203, 022889, 010735,  806.7,  4.9380, 34.3812,    -9.0, -9.000,    -9,
0040200202, 022889, 010321,  908.3,  4.4839, 34.4434,    -9.0, -9.000,    -9,
0040200201, 022889, 005901, 1005.0,  4.1443, 34.4819,    -9.0, -9.000,    -9,
0040200312, 022889, 044050,    3.2, 23.5292, 34.8526,  1958.3, -9.000,    -9,
0040200311, 022889, 043739,   21.5, 23.5441, 34.8530,  1957.3, -9.000,    -9,
0040200310, 022889, 043532,   47.5, 23.4423, 35.1007,  1971.8, -9.000,    -9,
0040200309, 022889, 043301,   99.0, 23.1132, 35.3282,  1983.3, -9.000,    -9,
0040200308, 022889, 043045,  151.9, 20.1899, 35.1600,  2038.8, -9.000,    -9,
0040200307, 022889, 042844,  201.0, 16.2850, 34.7517,  2045.3, -9.000,    -9,
0040200306, 022889, 042706,  226.3, 15.3375, 34.6528,  2049.4, -9.000,    -9,
0040200305, 022889, 042515,  251.1, 13.9867, 34.4847,  2059.6, -9.000,    -9,
0040200304, 022889, 042240,  302.7, 12.3995, 34.3466,  2070.7, -9.000,    -9,
0040200303, 022889, 041727,  504.8,  7.6257, 34.1268,  2218.1, -9.000,    -9,
0040200302, 022889, 040913,  753.5,  5.2056, 34.3412,  2318.5, -9.000,    -9,
0040200301, 022889, 040307, 1016.3,  4.1747, 34.4840,  2343.9, -9.000,    -9,
0040200412, 022889, 090354, 2399.1,  1.8059, 34.6378,    -9.0, -9.000,    -9,
0040200411, 022889, 085857, 2601.8,  1.6841, 34.6500,    -9.0, -9.000,    -9,
0040200410, 022889, 085355, 2804.0,  1.6055, 34.6582,    -9.0, -9.000,    -9,
0040200409, 022889, 084850, 3005.6,  1.5509, 34.6661,    -9.0, -9.000,    -9,
0040200408, 022889, 084402, 3197.6,  1.5127, 34.6708,    -9.0, -9.000,    -9,
0040200407, 022889, 083905, 3400.3,  1.4823, 34.6765,    -9.0, -9.000,    -9,
0040200406, 022889, 083432, 3599.3,  1.4672, 34.6795,    -9.0, -9.000,    -9,
0040200405, 022889, 082957, 3800.9,  1.4526, 34.6826,    -9.0, -9.000,    -9,
0040200404, 022889, 082511, 4000.3,  1.4557, 34.6840,    -9.0, -9.000,    -9,
0040200403, 022889, 082019, 4202.8,  1.4665, 34.6854,    -9.0, -9.000,    -9,
0040200402, 022889, 081515, 4396.5,  1.4796, 34.6863,    -9.0, -9.000,    -9,
0040200401, 022889, 081041, 4549.7,  1.4931, 34.6863,    -9.0, -9.000,    -9,
0040200512, -00009, -00009,  201.7, 16.4183, 34.7770,    -9.0, -9.000,    -9,
0040200511, 022889, 123207,  404.4,  9.9001, 34.1574,    -9.0, -9.000,    -9,
0040200510, 022889, 122732,  601.2,  6.2434, 34.1971,    -9.0, -9.000,    -9,
0040200509, 022889, 122235,  787.3,  5.0372, 34.3708,    -9.0, -9.000,    -9,
0040200508, 022889, 121801,  998.7,  4.1853, 34.4767,    -9.0, -9.000,    -9,
0040200507, 022889, 121330, 1201.2,  3.7011, 34.5266,    -9.0, -9.000,    -9,
0040200506, 022889, 120913, 1395.3,  3.1048, 34.5534,    -9.0, -9.000,    -9,
0040200505, 022889, 120501, 1601.6,  2.7012, 34.5835,    -9.0, -9.000,    -9,
0040200504, 022889, 120043, 1802.9,  2.3843, 34.6010,    -9.0, -9.000,    -9,
0040200503, 022889, 115619, 2003.6,  2.1377, 34.6165,    -9.0, -9.000,    -9,
0040200502, 022889, 115156, 2201.3,  1.9420, 34.6277,    -9.0, -9.000,    -9,
0040200608, 022889, 151314,    5.8, 23.4781, 34.8451,    -9.0, -9.000,    -9,
0040200607, 022889, 151025,   22.1, 23.5299, 34.8761,    -9.0, -9.000,    -9,
0040200606, 022889, 150904,   41.8, 23.5469, 34.9597,    -9.0, -9.000,    -9,
0040200605, 022889, 150732,   71.8, 23.2077, 35.3051,    -9.0, -9.000,    -9,
0040200604, 022889, 150544,   99.6, 22.9653, 35.3464,    -9.0, -9.000,    -9,
0040200603, 022889, 150425,  123.2, 22.5050, 35.3467,    -9.0, -9.000,    -9,
0040200602, 022889, 150248,  151.1, 19.4196, 35.1114,    -9.0, -9.000,    -9,
0040200601, 022889, 150127,  177.4, 17.1437, 34.8631,    -9.0, -9.000,    -9,
0040200712, 022889, 183446,   47.0, 23.3497, 35.1759,    -9.0, -9.000,    -9,
0040200711, 022889, 183223,  131.0, 22.2153, 35.3213,    -9.0, -9.000,    -9,
0040200710, 022889, 183102,  162.1, 19.8528, 35.1195,    -9.0, -9.000,    -9,
0040200709, 022889, 182903,  203.7, 16.5002, 34.7855,    -9.0, -9.000,    -9,
0040200708, 022889, 182634,  299.8, 12.4957, 34.3558,    -9.0, -9.000,    -9,
0040200707, 022889, 182422,  355.4, 10.8051, 34.2309,    -9.0, -9.000,    -9,
0040200706, 022889, 182159,  423.7,  8.8156, 34.1314,    -9.0, -9.000,    -9,
0040200705, 022889, 181842,  571.5,  6.4954, 34.1692,    -9.0, -9.000,    -9,
0040200704, 022889, 181606,  678.0,  5.5643, 34.2944,    -9.0, -9.000,    -9,
0040200703, 022889, 181408,  745.5,  5.1024, 34.3628,    -9.0, -9.000,    -9,
0040200702, 022889, 181211,  810.5,  4.6252, 34.4385,    -9.0, -9.000,    -9,
0040200701, 022889, 180810,  980.2,  4.1643, 34.4880,    -9.0, -9.000,    -9,
0040200812, 022889, 211837,    5.0, 23.4248, 34.9192,    -9.0, -9.000,    -9,
0040200811, 022889, 211652,   22.2, 23.4380, 34.9276,    -9.0, -9.000,    -9,
0040200810, 022889, 211542,   42.0, 23.2404, 35.2127,    -9.0, -9.000,    -9,
0040200809, 022889, 211414,   71.8, 23.1316, 35.3139,    -9.0, -9.000,    -9,
0040200808, 022889, 211234,  100.2, 22.8585, 35.3428,    -9.0, -9.000,    -9,
0040200807, 022889, 211106,  126.4, 22.0107, 35.3206,    -9.0, -9.000,    -9,
0040200806, 022889, 210941,  148.4, 20.5117, 35.1818,    -9.0, -9.000,    -9,
0040200805, 022889, 210812,  177.6, 18.6420, 35.0231,    -9.0, -9.000,    -9,
0040200804, 022889, 210603,  247.7, 14.7172, 34.5699,    -9.0, -9.000,    -9,
0040200803, 022889, 210414,  303.2, 12.5671, 34.3647,    -9.0, -9.000,    -9,
0040200802, 022889, 205846,  507.7,  7.6663, 34.1378,    -9.0, -9.000,    -9,
0040200801, 022889, 205341,  756.4,  5.1944, 34.3524,    -9.0, -9.000,    -9,
0040200902, 030189, 002622,    5.5, 23.3590, 34.9364,    -9.0, -9.000,    -9,
0040200901, 030189, 002204,  106.2, 23.0208, 35.3128,    -9.0, -9.000,    -9,
0040201012, -00009, -00009,   22.7, 23.3892, 34.9366,    -9.0, -9.000,    -9,
0040201008, -00009, -00009,  121.9, 22.0578, 35.3125,    -9.0, -9.000,    -9,
0040201004, -00009, -00009,  468.7,  8.0173, 34.1311,    -9.0, -9.000,    -9,
0050200109, 032689, 194810,    3.0, 24.3568, 34.7152,    -9.0, -9.000,    -9,
0050200108, 032689, 194648,   22.9, 24.3310, 34.7116,    -9.0, -9.000,    -9,
0050200107, 032689, 194534,   42.7, 24.1369, 34.7421,    -9.0, -9.000,    -9,
0050200106, 032689, 194348,   74.6, 23.7990, 34.9264,    -9.0, -9.000,    -9,
0050200105, 032689, 194128,  152.4, 21.6365, 35.0643,    -9.0, -9.000,    -9,
0050200104, 032689, 193930,  178.7, 20.6640, 35.0955,    -9.0, -9.000,    -9,
0050200103, 032689, 193638,  258.2, 16.8143, 34.7580,    -9.0, -9.000,    -9,
0050200102, 032689, 193453,  305.8, 13.7668, 34.4140,    -9.0, -9.000,    -9,
0050200101, 032689, 192945,  500.5,  8.0239, 34.0662,    -9.0, -9.000,    -9,
0050200512, 032789, 084159,   26.7, 24.1304, 34.7862,    -9.0, -9.000,  2283,
0050200511, 032789, 083916,  111.1, 23.0722, 35.1760,    -9.0, -9.000,  2315,
0050200510, 032789, 083730,  144.1, 21.4173, 35.0933,    -9.0, -9.000,  2314,
0050200509, 032789, 083435,  212.0, 19.0018, 34.9868,    -9.0, -9.000,  2306,
0050200508, 032789, 083149,  266.8, 16.4533, 34.7253,    -9.0, -9.000,  2288,
0050200507, 032789, 082811,  351.8, 12.2386, 34.3007,    -9.0, -9.000,  2267,
0050200506, 032789, 082602,  386.6, 10.7199, 34.1901,    -9.0, -9.000,  2267,
0050200505, 032789, 082351,  423.0,  9.8200, 34.1493,    -9.0, -9.000,  2271,
0050200504, 032789, 082137,  453.2,  9.1097, 34.1144,    -9.0, -9.000,    -9,
0050200503, 032789, 081819,  535.0,  7.1779, 34.0473,    -9.0, -9.000,  2280,
0050200502, 032789, 081119,  570.5,  6.4549, 34.0412,    -9.0, -9.000,  2292,
0050200501, 032789, 080831,  633.5,  5.5328, 34.0924,    -9.0, -9.000,    -9,
0050200602, 032789, 113824, 1982.3,  2.1487, 34.6225,    -9.0, -9.000,    -9,
0050200601, 032789, 113339, 2182.1,  1.9594, 34.6332,    -9.0, -9.000,    -9,
0050200812, 032789, 191210,   23.7, 24.2942, 34.7267,    -9.0, -9.000,    -9,
0050200811, 032789, 191002,   40.8, 23.9197, 34.7839,    -9.0, -9.000,    -9,
0050200810, 032789, 190846,   72.4, 23.7325, 34.8996,    -9.0, -9.000,    -9,
