botid, date, time, press, temp, csal, dic, ph, alk, 
#, mmddyy, hhmmss, dbar, ITS-90, PSS-78, umol/kg,  , ueq/kg, 
0340201806, 021692, 083832,  251.6, 17.9178, 35.0171,    -9.0, -9.000,    -9,
0340201805, 021692, 082959,  503.7,  7.3868, 34.1054,    -9.0, -9.000,    -9,
0340201804, 021692, 082914,  502.1,  7.4406, 34.1027,    -9.0, -9.000,    -9,
0340201803, 021692, 082858,  502.9,  7.4181, 34.1029,    -9.0, -9.000,    -9,
0340201802, 021692, 082038,  749.4,  4.6823, 34.3257,    -9.0, -9.000,    -9,
0340201801, 021692, 080802, 1000.3,  3.9301, 34.4735,    -9.0, -9.000,    -9,
0340201916, 021692, 141414,  411.8, 10.4733, 34.1636,    -9.0, -9.000,    -9,
0340201915, 021692, 140719,  717.9,  4.9015, 34.2595,    -9.0, -9.000,    -9,
0340201914, 021692, 134743,  401.1, 10.7049, 34.1746,    -9.0, -9.000,    -9,
0340201913, 021692, 134031,  704.3,  4.9337, 34.2480,    -9.0, -9.000,    -9,
0340201912, 021692, 132108,  401.3, 10.6511, 34.1763,    -9.0, -9.000,    -9,
0340201911, 021692, 131400,  699.4,  5.0408, 34.2335,    -9.0, -9.000,    -9,
0340201910, 021692, 125215,  398.6, 10.7067, 34.1770,    -9.0, -9.000,    -9,
0340201909, 021692, 124545,  699.8,  4.9390, 34.2441,    -9.0, -9.000,    -9,
0340201908, 021692, 122600,  401.7, 10.5149, 34.1704,    -9.0, -9.000,    -9,
0340201907, 021692, 121949,  702.6,  4.9254, 34.2446,    -9.0, -9.000,    -9,
0340201906, 021692, 120019,  396.5, 10.8003, 34.1826,    -9.0, -9.000,    -9,
0340201905, 021692, 115358,  702.3,  4.9220, 34.2468,    -9.0, -9.000,    -9,
0340201904, 021692, 113410,  399.8, 10.5572, 34.1715,    -9.0, -9.000,    -9,
0340201903, 021692, 112741,  702.3,  4.8684, 34.2617,    -9.0, -9.000,    -9,
0340201902, 021692, 110801,  401.6, 10.2353, 34.1602,    -9.0, -9.000,    -9,
0340201901, 021692, 110058,  703.0,  4.8480, 34.2694,    -9.0, -9.000,    -9,
0350200119, -00009, -00009,   23.0, 23.9964, 34.9370,    -9.0, -9.000,    -9,
0350200118, -00009, -00009,  155.5, 21.2488, 35.1556,    -9.0, -9.000,    -9,
0350200117, -00009, -00009,  209.1, 18.4854, 34.9642,    -9.0, -9.000,    -9,
0350200116, -00009, -00009,  226.9, 17.7269, 34.9491,    -9.0, -9.000,  2301,
0350200115, -00009, -00009,  237.5, 16.8064, 34.8065,    -9.0, -9.000,    -9,
0350200114, -00009, -00009,  252.6, 16.2247, 34.7402,  2043.6, -9.000,  2283,
0350200113, -00009, -00009,  278.2, 14.9255, 34.5726,    -9.0, -9.000,    -9,
0350200112, -00009, -00009,  303.5, 14.1287, 34.4796,    -9.0, -9.000,    -9,
0350200111, -00009, -00009,  333.0, 12.6760, 34.3296,    -9.0, -9.000,    -9,
0350200110, -00009, -00009,  356.5, 11.7229, 34.2443,    -9.0, -9.000,    -9,
0350200109, -00009, -00009,  405.4, 10.3835, 34.1589,    -9.0, -9.000,    -9,
0350200108, -00009, -00009,  503.1,  7.9011, 34.1087,  2185.5, -9.000,  2270,
0350200107, -00009, -00009,  502.9,  7.9018, 34.1097,    -9.0, -9.000,    -9,
0350200106, -00009, -00009,  601.6,  6.5590, 34.1745,    -9.0, -9.000,    -9,
0350200105, -00009, -00009,  706.8,  5.2964, 34.2703,    -9.0, -9.000,    -9,
0350200104, -00009, -00009,  813.8,  4.8470, 34.3675,    -9.0, -9.000,    -9,
0350200103, -00009, -00009,  918.0,  4.3110, 34.4400,    -9.0, -9.000,    -9,
0350200102, -00009, -00009, 1043.7,  3.9548, 34.4900,    -9.0, -9.000,  2366,
0350200101, -00009, -00009, 1043.6,  3.9580, 34.4882,    -9.0, -9.000,    -9,
0350200214, -00009, -00009,   14.2, 24.0800, 34.7253,    -9.0, -9.000,    -9,
0350200213, -00009, -00009,  108.1, 23.1787, 35.0400,    -9.0, -9.000,    -9,
0350200212, -00009, -00009,  118.2, 22.9203, 35.1071,    -9.0, -9.000,    -9,
0350200211, -00009, -00009,  121.2, 22.8315, 35.1142,  1995.1, -9.000,  2315,
0350200210, -00009, -00009,  126.7, 22.6248, 35.1212,    -9.0, -9.000,    -9,
0350200209, -00009, -00009,  131.4, 22.3547, 35.1359,    -9.0, -9.000,    -9,
0350200208, -00009, -00009,  136.8, 22.1448, 35.1408,  1996.8, -9.000,    -9,
0350200207, -00009, -00009,  152.8, 21.3732, 35.1540,  2016.6, -9.000,  2314,
0350200206, -00009, -00009,  162.3, 20.8961, 35.1562,    -9.0, -9.000,    -9,
0350200205, -00009, -00009,  178.0, 20.0025, 35.1399,    -9.0, -9.000,  2312,
0350200204, -00009, -00009,  188.3, 19.5385, 35.1015,    -9.0, -9.000,    -9,
0350200203, -00009, -00009,  203.4, 18.8539, 35.0347,  2034.8, -9.000,  2308,
0350200202, -00009, -00009,  488.4,  8.1158, 34.1101,    -9.0, -9.000,    -9,
0350200201, -00009, -00009, 1046.1,  3.9172, 34.4920,    -9.0, -9.000,    -9,
0350200311, -00009, -00009,    7.2, 23.9362, 34.8001,  1958.6, -9.000,  2291,
0350200310, -00009, -00009,   17.3, 23.9339, 34.8175,    -9.0, -9.000,    -9,
0350200309, -00009, -00009,   26.4, 23.8276, 34.8987,  1963.2, -9.000,  2297,
0350200308, -00009, -00009,   37.2, 23.8050, 34.9616,  1973.4, -9.000,  2301,
0350200307, -00009, -00009,   47.3, 23.7345, 34.9672,  1967.9, -9.000,  2304,
0350200306, -00009, -00009,   61.3, 23.5285, 34.9966,    -9.0, -9.000,  2306,
0350200305, -00009, -00009,   78.2, 23.3108, 35.0364,    -9.0, -9.000,  2313,
0350200304, -00009, -00009,   87.9, 23.1967, 35.0546,    -9.0, -9.000,    -9,
0350200303, -00009, -00009,   99.1, 23.0595, 35.0744,  1984.3, -9.000,  2308,
0350200302, -00009, -00009,  465.7,  8.1031, 34.0873,    -9.0, -9.000,    -9,
0350200301, -00009, -00009, 1025.9,  3.9417, 34.4860,    -9.0, -9.000,    -9,
0350200406, -00009, -00009,   11.4, 23.8763, 34.8177,    -9.0, -9.000,    -9,
0350200405, -00009, -00009,  150.9, 21.2597, 35.1506,    -9.0, -9.000,    -9,
0350200404, -00009, -00009,  496.2,  8.1755, 34.1037,    -9.0, -9.000,    -9,
0350200403, -00009, -00009,  496.3,  8.1737, 34.1043,    -9.0, -9.000,    -9,
0350200402, -00009, -00009,  747.0,  5.0182, 34.3362,    -9.0, -9.000,    -9,
0350200401, -00009, -00009, 1028.9,  3.8726, 34.4909,    -9.0, -9.000,    -9,
0350200520, -00009, -00009,    5.6, 23.7075, 34.8673,    -9.0, -9.000,    -9,
0350200519, -00009, -00009,   26.2, 23.7144, 34.8683,    -9.0, -9.000,    -9,
0350200518, -00009, -00009,   46.6, 23.7328, 34.8947,    -9.0, -9.000,    -9,
0350200517, -00009, -00009,   76.3, 23.7051, 34.9385,    -9.0, -9.000,    -9,
0350200516, -00009, -00009,  102.6, 23.4245, 35.0546,    -9.0, -9.000,    -9,
0350200515, -00009, -00009,  120.6, 23.1612, 35.1074,    -9.0, -9.000,    -9,
0350200514, -00009, -00009,  122.6, 23.1548, 35.1062,    -9.0, -9.000,    -9,
0350200513, -00009, -00009,  128.0, 23.1368, 35.1016,    -9.0, -9.000,    -9,
0350200512, -00009, -00009,  135.9, 22.9925, 35.1064,    -9.0, -9.000,    -9,
0350200511, -00009, -00009,  141.1, 22.9814, 35.1327,    -9.0, -9.000,    -9,
0350200510, -00009, -00009,  146.4, 22.6677, 35.0724,    -9.0, -9.000,    -9,
0350200509, -00009, -00009,  151.5, 22.4592, 35.1038,    -9.0, -9.000,    -9,
0350200508, -00009, -00009,  157.1, 22.2032, 35.1187,    -9.0, -9.000,    -9,
0350200507, -00009, -00009,  161.1, 21.7478, 35.1460,    -9.0, -9.000,    -9,
0350200506, -00009, -00009,  176.2, 21.0227, 35.1506,    -9.0, -9.000,    -9,
0350200505, -00009, -00009,  255.8, 16.3087, 34.7440,    -9.0, -9.000,    -9,
0350200504, -00009, -00009,  462.6,  8.4892, 34.0688,    -9.0, -9.000,    -9,
0350200503, -00009, -00009,  497.6,  7.9456, 34.1007,    -9.0, -9.000,    -9,
0350200502, -00009, -00009,  748.7,  4.9771, 34.3385,    -9.0, -9.000,    -9,
0350200501, -00009, -00009, 1040.6,  3.9305, 34.4887,    -9.0, -9.000,    -9,
0350200623, -00009, -00009,   14.3, 23.8057, 34.8671,    -9.0, -9.000,    -9,
0350200622, -00009, -00009,  180.9, 19.7913, 35.1224,    -9.0, -9.000,    -9,
0350200621, -00009, -00009,  504.4,  7.3768, 34.1169,    -9.0, -9.000,    -9,
0350200620, -00009, -00009, 1205.8,  3.4584, 34.5273,    -9.0, -9.000,    -9,
0350200619, -00009, -00009, 1407.0,  3.0015, 34.5601,    -9.0, -9.000,    -9,
0350200618, -00009, -00009, 1604.0,  2.6153, 34.5861,    -9.0, -9.000,    -9,
0350200617, -00009, -00009, 1805.9,  2.3484, 34.6033,    -9.0, -9.000,    -9,
0350200616, -00009, -00009, 2005.0,  2.1034, 34.6184,    -9.0, -9.000,    -9,
0350200615, -00009, -00009, 2172.4,  1.9521, 34.6302,    -9.0, -9.000,    -9,
0350200614, -00009, -00009, 2390.1,  1.7776, 34.6460,    -9.0, -9.000,    -9,
0350200613, -00009, -00009, 2595.7,  1.6858, 34.6543,    -9.0, -9.000,    -9,
0350200612, -00009, -00009, 2800.7,  1.6192, 34.6618,    -9.0, -9.000,    -9,
0350200611, -00009, -00009, 2990.7,  1.5667, 34.6672,    -9.0, -9.000,    -9,
0350200610, -00009, -00009, 3197.8,  1.5251, 34.6731,    -9.0, -9.000,    -9,
0350200609, -00009, -00009, 3384.9,  1.5002, 34.6769,    -9.0, -9.000,    -9,
0350200608, -00009, -00009, 3565.0,  1.4838, 34.6799,    -9.0, -9.000,    -9,
0350200607, -00009, -00009, 3800.8,  1.4669, 34.6839,    -9.0, -9.000,    -9,
0350200606, -00009, -00009, 3999.7,  1.4649, 34.6860,    -9.0, -9.000,    -9,
0350200605, -00009, -00009, 4179.3,  1.4691, 34.6873,    -9.0, -9.000,    -9,
0350200604, -00009, -00009, 4389.1,  1.4757, 34.6889,  2320.6, -9.000,    -9,
0350200603, -00009, -00009, 4483.5,  1.4814, 34.6894,    -9.0, -9.000,    -9,
0350200602, -00009, -00009, 4629.0,  1.4894, 34.6903,    -9.0, -9.000,    -9,
0350200601, -00009, -00009, 4729.0,  1.4980, 34.6907,    -9.0, -9.000,    -9,
0350200718, -00009, -00009,   11.5, 23.8276, 34.8796,    -9.0, -9.000,    -9,
0350200717, -00009, -00009,   62.2, 23.4509, 35.0031,    -9.0, -9.000,    -9,
0350200716, -00009, -00009,  166.9, 20.2401, 35.1486,    -9.0, -9.000,    -9,
0350200715, -00009, -00009,  228.3, 17.2396, 34.8728,    -9.0, -9.000,    -9,
0350200714, -00009, -00009,  279.0, 14.3307, 34.5046,    -9.0, -9.000,    -9,
0350200713, -00009, -00009,  326.0, 12.3132, 34.2900,    -9.0, -9.000,    -9,
0350200712, -00009, -00009,  370.7, 10.8429, 34.1802,    -9.0, -9.000,    -9,
0350200711, -00009, -00009,  432.0,  9.0107, 34.1053,    -9.0, -9.000,    -9,
0350200710, -00009, -00009,  462.6,  8.4157, 34.1175,    -9.0, -9.000,    -9,
0350200709, -00009, -00009,  506.1,  7.4044, 34.1153,    -9.0, -9.000,    -9,
0350200708, -00009, -00009,  541.5,  6.9849, 34.1435,    -9.0, -9.000,    -9,
0350200707, -00009, -00009,  577.2,  6.5567, 34.1781,    -9.0, -9.000,    -9,
0350200706, -00009, -00009,  641.6,  5.8757, 34.2161,    -9.0, -9.000,    -9,
0350200705, -00009, -00009,  712.0,  5.1429, 34.2381,    -9.0, -9.000,    -9,
0350200704, -00009, -00009,  784.6,  5.0603, 34.3517,    -9.0, -9.000,    -9,
0350200703, -00009, -00009,  866.2,  4.5606, 34.4063,    -9.0, -9.000,    -9,
0350200702, -00009, -00009,  933.3,  4.3112, 34.4400,    -9.0, -9.000,    -9,
0350200701, -00009, -00009, 1039.3,  3.9364, 34.4830,    -9.0, -9.000,    -9,
0350200819, -00009, -00009,    3.2, 23.8738, 34.9128,    -9.0, -9.000,    -9,
0350200818, -00009, -00009,   13.8, 23.8333, 34.9259,    -9.0, -9.000,    -9,
0350200817, -00009, -00009,   26.4, 23.6487, 34.9876,    -9.0, -9.000,    -9,
0350200816, -00009, -00009,   46.6, 23.3884, 35.0578,    -9.0, -9.000,    -9,
0350200815, -00009, -00009,   79.1, 23.0402, 35.1365,    -9.0, -9.000,    -9,
0350200814, -00009, -00009,   91.3, 22.8922, 35.1611,    -9.0, -9.000,    -9,
0350200813, -00009, -00009,  100.6, 22.6176, 35.1869,    -9.0, -9.000,    -9,
0350200812, -00009, -00009,  105.7, 22.5784, 35.1831,    -9.0, -9.000,    -9,
0350200811, -00009, -00009,  110.5, 22.5312, 35.1841,    -9.0, -9.000,    -9,
0350200810, -00009, -00009,  115.4, 22.4904, 35.1856,    -9.0, -9.000,    -9,
0350200809, -00009, -00009,  126.8, 22.4555, 35.1893,    -9.0, -9.000,    -9,
0350200808, -00009, -00009,  131.9, 22.4475, 35.1928,    -9.0, -9.000,    -9,
0350200807, -00009, -00009,  142.5, 21.7020, 35.0662,    -9.0, -9.000,    -9,
0350200806, -00009, -00009,  177.4, 19.4910, 35.0992,    -9.0, -9.000,    -9,
0350200805, -00009, -00009,  201.2, 18.4948, 35.0047,    -9.0, -9.000,    -9,
0350200804, -00009, -00009,  252.1, 15.3365, 34.6319,    -9.0, -9.000,    -9,
0350200803, -00009, -00009,  507.0,  7.3641, 34.1022,    -9.0, -9.000,    -9,
0350200802, -00009, -00009,  773.1,  4.9410, 34.3528,    -9.0, -9.000,    -9,
0350200801, -00009, -00009, 1047.2,  3.8879, 34.4962,    -9.0, -9.000,    -9,
0350200912, -00009, -00009,    6.7, 23.8446, 34.9246,    -9.0, -9.000,    -9,
0350200911, -00009, -00009,    6.7, 23.8444, 34.9248,    -9.0, -9.000,    -9,
0350200910, -00009, -00009,   27.0, 23.6437, 34.9830,    -9.0, -9.000,    -9,
0350200909, -00009, -00009,   77.6, 23.0919, 35.1283,    -9.0, -9.000,    -9,
0350200908, -00009, -00009,  103.1, 23.0125, 35.1383,    -9.0, -9.000,    -9,
0350200907, -00009, -00009,  128.7, 22.5019, 35.1801,    -9.0, -9.000,    -9,
0350200906, -00009, -00009,  154.7, 20.9592, 35.1538,    -9.0, -9.000,    -9,
0350200905, -00009, -00009,  179.6, 19.6577, 35.1083,    -9.0, -9.000,    -9,
0350200904, -00009, -00009,  256.2, 14.7182, 34.5517,    -9.0, -9.000,    -9,
0350200903, -00009, -00009,  511.2,  7.2760, 34.1056,    -9.0, -9.000,    -9,
0350200902, -00009, -00009,  767.4,  5.0211, 34.3410,    -9.0, -9.000,    -9,
0350200901, -00009, -00009, 1042.1,  3.8896, 34.4957,    -9.0, -9.000,    -9,
0350201018, -00009, -00009,    7.3, 23.8018, 34.9319,    -9.0, -9.000,    -9,
0350201017, -00009, -00009,   26.6, 23.8089, 34.9323,    -9.0, -9.000,    -9,
0350201016, -00009, -00009,   45.0, 23.6614, 34.9845,    -9.0, -9.000,    -9,
0350201015, -00009, -00009,   75.6, 23.2234, 35.1023,    -9.0, -9.000,    -9,
0350201014, -00009, -00009,  101.2, 23.0838, 35.1285,    -9.0, -9.000,    -9,
0350201013, -00009, -00009,  101.1, 23.0801, 35.1291,    -9.0, -9.000,    -9,
0350201012, -00009, -00009,  120.6, 23.0037, 35.1434,    -9.0, -9.000,    -9,
0350201011, -00009, -00009,  125.9, 22.9601, 35.1521,    -9.0, -9.000,    -9,
0350201010, -00009, -00009,  130.7, 22.9208, 35.1568,    -9.0, -9.000,    -9,
0350201009, -00009, -00009,  136.0, 22.7793, 35.1702,    -9.0, -9.000,    -9,
0350201008, -00009, -00009,  141.2, 22.5516, 35.1708,    -9.0, -9.000,    -9,
0350201007, -00009, -00009,  151.4, 22.4248, 35.1701,    -9.0, -9.000,    -9,
0350201006, -00009, -00009,  179.7, 21.1605, 35.1511,    -9.0, -9.000,    -9,
0350201005, -00009, -00009,  251.5, 16.4021, 34.7488,    -9.0, -9.000,    -9,
0350201004, -00009, -00009,  470.1,  7.8621, 34.0473,    -9.0, -9.000,    -9,
0350201003, -00009, -00009,  498.1,  7.3460, 34.0397,    -9.0, -9.000,    -9,
0350201002, -00009, -00009,  753.0,  4.9456, 34.3552,    -9.0, -9.000,    -9,
0350201001, -00009, -00009, 1029.8,  3.8568, 34.4984,    -9.0, -9.000,    -9,
0350201223, -00009, -00009,   55.4, 23.1129, 35.1163,    -9.0, -9.000,    -9,
0350201222, -00009, -00009,   55.0, 23.1146, 35.1161,    -9.0, -9.000,    -9,
0350201221, -00009, -00009,  100.7, 22.9750, 35.1416,    -9.0, -9.000,    -9,
0350201220, -00009, -00009,  100.6, 22.9758, 35.1411,    -9.0, -9.000,    -9,
0350201219, -00009, -00009,  100.3, 22.9749, 35.1414,    -9.0, -9.000,    -9,
0350201218, -00009, -00009,  297.3, 12.7745, 34.3439,    -9.0, -9.000,    -9,
0350201217, -00009, -00009,  297.4, 12.7204, 34.3382,    -9.0, -9.000,    -9,
0350201216, -00009, -00009,  398.2,  9.7371, 34.1171,    -9.0, -9.000,    -9,
0350201215, -00009, -00009,  398.3,  9.7125, 34.1138,    -9.0, -9.000,    -9,
0350201214, -00009, -00009,  464.3,  8.1895, 34.0626,    -9.0, -9.000,    -9,
0350201213, -00009, -00009,  464.4,  8.1920, 34.0635,    -9.0, -9.000,    -9,
0350201212, -00009, -00009,  766.9,  5.1312, 34.3367,    -9.0, -9.000,    -9,
0350201211, -00009, -00009,  766.9,  5.1295, 34.3369,    -9.0, -9.000,    -9,
0350201210, -00009, -00009,  767.0,  5.1307, 34.3372,    -9.0, -9.000,    -9,
0350201209, -00009, -00009,  995.5,  4.0810, 34.4768,    -9.0, -9.000,    -9,
0350201208, -00009, -00009,  995.6,  4.0731, 34.4779,    -9.0, -9.000,    -9,
0350201207, -00009, -00009, 2498.8,  1.7165, 34.6492,    -9.0, -9.000,    -9,
0350201206, -00009, -00009, 2498.8,  1.7150, 34.6495,    -9.0, -9.000,    -9,
0350201205, -00009, -00009, 3500.4,  1.4827, 34.6774,    -9.0, -9.000,    -9,
0350201204, -00009, -00009, 3500.2,  1.4824, 34.6774,    -9.0, -9.000,    -9,
0350201203, -00009, -00009, 4701.5,  1.4977, 34.6885,    -9.0, -9.000,    -9,
0350201202, -00009, -00009, 4701.7,  1.4977, 34.6884,    -9.0, -9.000,    -9,
0350201201, -00009, -00009, 4701.2,  1.4976, 34.6884,    -9.0, -9.000,    -9,
0360200123, 041692, 210951,   19.0, 23.5276, 35.0714,    -9.0, -9.000,    -9,
0360200122, 041692, 210635,   83.7, 21.5440, 35.1699,    -9.0, -9.000,    -9,
0360200121, 041692, 205017,  525.7,  6.0988, 34.0395,    -9.0, -9.000,    -9,
0360200120, 041692, 203213, 1013.8,  3.9990, 34.4940,    -9.0, -9.000,    -9,
0360200119, 041692, 201734, 1409.1,  3.0036, 34.5598,    -9.0, -9.000,    -9,
0360200118, 041692, 200933, 1608.3,  2.5920, 34.5832,    -9.0, -9.000,    -9,
0360200117, 041692, 200131, 1804.0,  2.3112, 34.6020,    -9.0, -9.000,    -9,
0360200116, 041692, 195358, 2002.9,  2.0853, 34.6185,    -9.0, -9.000,    -9,
0360200115, 041692, 194551, 2200.9,  1.9136, 34.6323,    -9.0, -9.000,    -9,
0360200114, 041692, 193740, 2404.5,  1.7567, 34.6450,    -9.0, -9.000,    -9,
0360200113, 041692, 192950, 2602.9,  1.6629, 34.6529,    -9.0, -9.000,    -9,
0360200112, 041692, 192109, 2797.0,  1.5926, 34.6608,    -9.0, -9.000,    -9,
0360200111, 041692, 191238, 2993.1,  1.5396, 34.6673,    -9.0, -9.000,    -9,
0360200110, 041692, 190411, 3200.0,  1.4959, 34.6731,    -9.0, -9.000,    -9,
0360200109, 041692, 185603, 3401.9,  1.4707, 34.6771,    -9.0, -9.000,    -9,
0360200108, 041692, 184804, 3601.3,  1.4598, 34.6799,    -9.0, -9.000,    -9,
0360200107, 041692, 183942, 3804.2,  1.4531, 34.6825,    -9.0, -9.000,    -9,
0360200106, 041692, 183212, 3984.3,  1.4565, 34.6840,    -9.0, -9.000,    -9,
0360200105, 041692, 182426, 4188.0,  1.4624, 34.6855,    -9.0, -9.000,    -9,
0360200104, 041692, 181817, 4397.6,  1.4735, 34.6868,  2327.7,  7.585,    -9,
0360200103, 041692, 181407, 4503.3,  1.4808, 34.6873,    -9.0, -9.000,    -9,
0360200102, 041692, 181023, 4607.9,  1.4898, 34.6877,    -9.0, -9.000,    -9,
0360200101, 041692, 180443, 4711.1,  1.4984, 34.6880,    -9.0, -9.000,    -9,
0360200223, -00009, -00009,    7.9, 23.7694, 35.0866,    -9.0, -9.000,    -9,
0360200222, -00009, -00009,   15.1, 23.7095, 35.0880,    -9.0, -9.000,    -9,
0360200221, -00009, -00009,   19.9, 23.5838, 35.0888,    -9.0, -9.000,    -9,
0360200220, -00009, -00009,   24.7, 23.5447, 35.0846,    -9.0,  8.075,    -9,
0360200219, -00009, -00009,   36.9, 23.4613, 35.0876,    -9.0, -9.000,    -9,
0360200218, -00009, -00009,   44.9, 23.4087, 35.0912,    -9.0,  8.075,    -9,
0360200217, -00009, -00009,   55.2, 22.9219, 35.1581,    -9.0, -9.000,    -9,
0360200216, -00009, -00009,   64.9, 22.5676, 35.1860,    -9.0, -9.000,    -9,
0360200215, -00009, -00009,   80.3, 22.2617, 35.1829,    -9.0,  8.059,    -9,
0360200214, -00009, -00009,   92.2, 21.9622, 35.1989,    -9.0, -9.000,    -9,
0360200213, -00009, -00009,  124.9, 20.5048, 35.1373,    -9.0,  8.002,    -9,
0360200212, -00009, -00009,  200.8, 17.0241, 34.8423,    -9.0, -9.000,    -9,
0360200211, -00009, -00009,  288.1, 12.3600, 34.3008,    -9.0,  7.828,    -9,
0360200210, -00009, -00009,  316.9, 11.0732, 34.2060,    -9.0, -9.000,    -9,
0360200209, -00009, -00009,  388.8,  8.9540, 34.0916,    -9.0,  7.714,    -9,
0360200208, -00009, -00009,  486.6,  7.2776, 34.0618,    -9.0, -9.000,    -9,
0360200207, -00009, -00009,  537.5,  6.3392, 34.0329,    -9.0,  7.503,    -9,
0360200206, -00009, -00009,  577.7,  5.8068, 34.0638,    -9.0, -9.000,    -9,
0360200205, -00009, -00009,  618.9,  5.5724, 34.1696,    -9.0,  7.380,    -9,
0360200204, -00009, -00009,  687.9,  5.2917, 34.2730,    -9.0, -9.000,    -9,
0360200203, -00009, -00009,  780.0,  4.8958, 34.3591,    -9.0,  7.372,    -9,
0360200202, -00009, -00009,  873.0,  4.4686, 34.4201,    -9.0, -9.000,    -9,
0360200201, -00009, -00009, 1023.6,  3.9953, 34.4996,    -9.0,  7.401,    -9,
0360200312, -00009, -00009,    7.1, 23.7920, 35.0085,    -9.0, -9.000,    -9,
0360200311, -00009, -00009,   28.5, 23.5147, 35.0719,    -9.0, -9.000,    -9,
0360200310, -00009, -00009,   49.2, 23.2673, 35.1044,    -9.0, -9.000,    -9,
0360200309, -00009, -00009,   78.2, 22.3741, 35.1614,    -9.0, -9.000,    -9,
0360200308, -00009, -00009,  101.5, 21.7087, 35.1753,    -9.0, -9.000,    -9,
0360200307, -00009, -00009,  127.1, 20.7430, 35.1434,    -9.0, -9.000,    -9,
0360200306, -00009, -00009,  153.0, 19.4301, 35.1098,    -9.0, -9.000,    -9,
0360200305, -00009, -00009,  177.2, 18.5927, 35.0246,    -9.0, -9.000,    -9,
0360200304, -00009, -00009,  260.2, 14.5705, 34.5215,    -9.0, -9.000,    -9,
0360200303, -00009, -00009,  505.5,  6.5475, 34.0262,    -9.0, -9.000,    -9,
0360200302, -00009, -00009,  750.0,  4.8919, 34.3625,    -9.0, -9.000,    -9,
0360200301, -00009, -00009, 1022.7,  4.0298, 34.4950,    -9.0, -9.000,    -9,
0360200416, -00009, -00009,    6.8, 23.7868, 34.9927,    -9.0, -9.000,    -9,
0360200415, -00009, -00009,  103.2, 21.5965, 35.1909,    -9.0, -9.000,    -9,
0360200414, -00009, -00009,  213.8, 16.8850, 34.8232,    -9.0, -9.000,    -9,
0360200413, -00009, -00009,  229.0, 15.8897, 34.6902,  2056.5,  7.915,  2290,
0360200412, -00009, -00009,  239.0, 15.1670, 34.5963,    -9.0, -9.000,    -9,
0360200411, -00009, -00009,  253.9, 14.5873, 34.5251,  2066.2,  7.882,  2270,
0360200410, -00009, -00009,  278.6, 13.4311, 34.3995,    -9.0, -9.000,    -9,
0360200409, -00009, -00009,  328.2, 11.1475, 34.2101,    -9.0, -9.000,    -9,
0360200408, -00009, -00009,  353.1, 10.4509, 34.1672,    -9.0, -9.000,    -9,
0360200407, -00009, -00009,  402.1,  8.7859, 34.1005,    -9.0,  7.675,    -9,
0360200406, -00009, -00009,  505.2,  6.2717, 34.0344,  2237.1,  7.479,    -9,
0360200405, -00009, -00009,  609.1,  5.6470, 34.1740,    -9.0,  7.383,    -9,
0360200404, -00009, -00009,  704.6,  5.3383, 34.2910,    -9.0,  7.368,    -9,
0360200403, -00009, -00009,  804.5,  4.7061, 34.3797,    -9.0,  7.371,    -9,
0360200402, -00009, -00009,  903.3,  4.3832, 34.4423,    -9.0,  7.389,    -9,
0360200401, -00009, -00009, 1043.7,  3.9321, 34.5002,  2345.7,  7.402,    -9,
0360200522, -00009, -00009,    8.2, 23.6354, 35.0989,    -9.0, -9.000,    -9,
0360200521, -00009, -00009,    8.2, 23.6330, 35.0984,  1978.4, -9.000,    -9,
0360200520, -00009, -00009,   18.3, 23.5951, 35.0874,    -9.0, -9.000,    -9,
0360200519, -00009, -00009,   29.4, 23.5716, 35.0841,    -9.0, -9.000,    -9,
0360200518, -00009, -00009,   29.5, 23.5589, 35.0838,  1976.6,  8.074,  2306,
0360200517, -00009, -00009,   38.4, 23.4858, 35.0900,    -9.0, -9.000,    -9,
0360200516, -00009, -00009,   48.7, 23.2300, 35.1133,  1977.7, -9.000,    -9,
0360200515, -00009, -00009,   62.6, 22.7132, 35.1739,    -9.0, -9.000,    -9,
0360200514, -00009, -00009,   78.5, 22.2633, 35.2339,  1989.1,  8.065,  2318,
0360200513, -00009, -00009,   88.8, 22.0330, 35.2490,    -9.0, -9.000,    -9,
0360200512, -00009, -00009,   99.2, 21.8062, 35.2589,  1997.8,  8.058,  2324,
0360200511, -00009, -00009,  109.3, 21.5504, 35.2404,    -9.0, -9.000,    -9,
0360200510, -00009, -00009,  119.6, 21.2640, 35.2261,  2008.7,  8.038,  2318,
0360200509, -00009, -00009,  128.3, 20.8216, 35.2237,    -9.0, -9.000,    -9,
0360200508, -00009, -00009,  138.2, 20.3297, 35.2102,    -9.0, -9.000,    -9,
0360200507, -00009, -00009,  154.0, 19.4444, 35.1185,  2040.8,  7.974,  2307,
0360200506, -00009, -00009,  165.5, 18.5911, 35.0597,    -9.0, -9.000,    -9,
0360200505, -00009, -00009,  182.0, 17.8936, 34.9647,  2047.4,  7.954,  2300,
0360200504, -00009, -00009,  190.1, 17.2551, 34.8737,    -9.0, -9.000,    -9,
0360200503, -00009, -00009,  203.1, 16.7985, 34.8112,  2055.3,  7.928,  2289,
0360200502, -00009, -00009,  506.9,  6.1560, 34.0379,    -9.0, -9.000,    -9,
0360200501, -00009, -00009, 1052.3,  3.9162, 34.4986,    -9.0, -9.000,    -9,
